,linha,paradas
59,190.2,"                        geometry
0    POINT (-47.76832 -15.90857)
1    POINT (-47.75826 -15.91747)
2    POINT (-47.75823 -15.91783)
3    POINT (-47.75826 -15.91747)
4    POINT (-47.75843 -15.91765)
..                           ...
178  POINT (-47.77677 -15.75773)
179  POINT (-47.77668 -15.75793)
180  POINT (-47.77267 -15.75649)
181  POINT (-47.75963 -15.90974)
182  POINT (-47.75994 -15.90978)

[183 rows x 1 columns]"
60,844.2,"                        geometry
0    POINT (-48.12678 -15.88983)
1    POINT (-48.12167 -15.88690)
2    POINT (-48.12415 -15.88804)
3    POINT (-48.12684 -15.88928)
4    POINT (-48.12159 -15.88743)
..                           ...
228  POINT (-47.98070 -15.79007)
229  POINT (-47.98555 -15.78824)
230  POINT (-47.98085 -15.79038)
231  POINT (-47.98527 -15.78863)
232  POINT (-47.93703 -15.77401)

[233 rows x 1 columns]"
61,180.2,"                       geometry
0   POINT (-47.85338 -15.80188)
1   POINT (-47.85334 -15.80215)
2   POINT (-47.84709 -15.80989)
3   POINT (-47.84686 -15.81056)
4   POINT (-47.86711 -15.79760)
..                          ...
56  POINT (-47.82231 -15.86939)
57  POINT (-47.82319 -15.87354)
58  POINT (-47.82282 -15.87405)
59  POINT (-47.82087 -15.86615)
60  POINT (-47.82186 -15.86952)

[61 rows x 1 columns]"
62,396.3,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.96304 -15.86636)
2    POINT (-47.96287 -15.86609)
3    POINT (-47.96680 -15.86686)
4    POINT (-47.96505 -15.86656)
..                           ...
224  POINT (-47.89838 -15.73702)
225  POINT (-47.89805 -15.74110)
226  POINT (-47.89822 -15.74181)
227  POINT (-47.89728 -15.74474)
228  POINT (-47.89692 -15.74462)

[229 rows x 1 columns]"
63,100.8,"                        geometry
0    POINT (-47.85338 -15.80188)
1    POINT (-47.85334 -15.80215)
2    POINT (-47.84709 -15.80989)
3    POINT (-47.84686 -15.81056)
4    POINT (-47.80146 -15.80934)
..                           ...
127  POINT (-47.90526 -15.81193)
128  POINT (-47.90854 -15.81387)
129  POINT (-47.91091 -15.81558)
130  POINT (-47.91059 -15.81581)
131  POINT (-47.90791 -15.81387)

[132 rows x 1 columns]"
64,413.2,"                        geometry
0    POINT (-48.19361 -15.72794)
1    POINT (-48.18064 -15.73079)
2    POINT (-48.18641 -15.73075)
3    POINT (-48.18609 -15.73090)
4    POINT (-48.19354 -15.72855)
..                           ...
231  POINT (-48.16760 -15.73823)
232  POINT (-48.16856 -15.73843)
233  POINT (-48.16781 -15.73846)
234  POINT (-48.16776 -15.74143)
235  POINT (-48.16760 -15.74115)

[236 rows x 1 columns]"
65,0.420,"                        geometry
0    POINT (-48.16226 -15.66681)
1    POINT (-48.16850 -15.66705)
2    POINT (-47.96572 -15.80723)
3    POINT (-47.96643 -15.80779)
4    POINT (-47.96643 -15.80739)
..                           ...
196  POINT (-48.11493 -15.66909)
197  POINT (-48.10503 -15.67500)
198  POINT (-48.10282 -15.67575)
199  POINT (-48.10322 -15.67570)
200  POINT (-48.14080 -15.66765)

[201 rows x 1 columns]"
66,0.421,"                        geometry
0    POINT (-48.16226 -15.66681)
1    POINT (-48.16850 -15.66705)
2    POINT (-47.89601 -15.74749)
3    POINT (-47.90633 -15.73623)
4    POINT (-47.90435 -15.73602)
..                           ...
160  POINT (-48.11493 -15.66909)
161  POINT (-48.10503 -15.67500)
162  POINT (-48.10282 -15.67575)
163  POINT (-48.10322 -15.67570)
164  POINT (-48.14080 -15.66765)

[165 rows x 1 columns]"
67,413.4,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-48.19361 -15.72794)
2    POINT (-48.18064 -15.73079)
3    POINT (-48.18641 -15.73075)
4    POINT (-48.18609 -15.73090)
..                           ...
259  POINT (-48.16760 -15.73823)
260  POINT (-48.16856 -15.73843)
261  POINT (-48.16781 -15.73846)
262  POINT (-48.16776 -15.74143)
263  POINT (-48.16760 -15.74115)

[264 rows x 1 columns]"
68,136.7,"                       geometry
0   POINT (-47.87732 -15.71046)
1   POINT (-47.87419 -15.77607)
2   POINT (-47.87466 -15.77462)
3   POINT (-47.87472 -15.77182)
4   POINT (-47.87516 -15.77119)
..                          ...
93  POINT (-47.88421 -15.72049)
94  POINT (-47.88332 -15.71798)
95  POINT (-47.89265 -15.72342)
96  POINT (-47.88321 -15.72205)
97  POINT (-47.89345 -15.72321)

[98 rows x 1 columns]"
69,2306,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.98974 -15.98019)
2    POINT (-47.98968 -15.97550)
3    POINT (-47.98886 -15.97966)
4    POINT (-47.94217 -15.86579)
..                           ...
138  POINT (-47.89838 -15.73702)
139  POINT (-47.89805 -15.74110)
140  POINT (-47.89822 -15.74181)
141  POINT (-47.89728 -15.74474)
142  POINT (-47.89692 -15.74462)

[143 rows x 1 columns]"
70,199.1,"                        geometry
0    POINT (-47.84160 -15.85407)
1    POINT (-47.84150 -15.85445)
2    POINT (-47.83822 -15.85599)
3    POINT (-47.83250 -15.85868)
4    POINT (-47.82895 -15.85997)
..                           ...
192  POINT (-47.93667 -15.82059)
193  POINT (-47.92306 -15.79942)
194  POINT (-47.92050 -15.79789)
195  POINT (-47.92288 -15.79957)
196  POINT (-47.92009 -15.79802)

[197 rows x 1 columns]"
71,340.1,"                      geometry
0  POINT (-48.23779 -15.94181)
1  POINT (-48.23175 -15.93873)
2  POINT (-48.24137 -15.94243)
3  POINT (-48.24114 -15.94260)
4  POINT (-48.23751 -15.94188)
5  POINT (-48.23142 -15.93880)
6  POINT (-48.22777 -15.93751)
7  POINT (-48.22825 -15.93739)
8  POINT (-48.22175 -15.93611)
9  POINT (-48.22181 -15.93594)"
72,197.3,"                        geometry
0    POINT (-47.76832 -15.90857)
1    POINT (-47.84160 -15.85407)
2    POINT (-47.84150 -15.85445)
3    POINT (-47.83822 -15.85599)
4    POINT (-47.83250 -15.85868)
..                           ...
100  POINT (-47.82319 -15.87354)
101  POINT (-47.82282 -15.87405)
102  POINT (-47.82087 -15.86615)
103  POINT (-47.82314 -15.86299)
104  POINT (-47.82186 -15.86952)

[105 rows x 1 columns]"
73,611.1,"                       geometry
0   POINT (-47.64076 -15.64747)
1   POINT (-47.63518 -15.64730)
2   POINT (-47.63594 -15.64748)
3   POINT (-47.64165 -15.64766)
4   POINT (-47.65168 -15.63571)
5   POINT (-47.65123 -15.63625)
6   POINT (-47.65501 -15.61826)
7   POINT (-47.65505 -15.61971)
8   POINT (-47.65406 -15.61765)
9   POINT (-47.65437 -15.61777)
10  POINT (-47.65535 -15.61963)
11  POINT (-47.65124 -15.63983)
12  POINT (-47.65075 -15.64035)
13  POINT (-47.64700 -15.64765)
14  POINT (-47.65045 -15.64661)
15  POINT (-47.65031 -15.64608)
16  POINT (-47.64717 -15.64783)
17  POINT (-47.65066 -15.64460)
18  POINT (-47.65085 -15.64344)
19  POINT (-47.65041 -15.64402)
20  POINT (-47.65125 -15.64776)
21  POINT (-47.65373 -15.62908)
22  POINT (-47.65208 -15.63009)
23  POINT (-47.65181 -15.62887)
24  POINT (-47.65097 -15.62972)
25  POINT (-47.65412 -15.62737)
26  POINT (-47.65173 -15.63113)
27  POINT (-47.65559 -15.62407)
28  POINT (-47.65577 -15.62780)
29  POINT (-47.65531 -15.62404)
30  POINT (-47.65617 -15.62620)
31  POINT (-47.65554 -15.62766)"
74,0.412,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-48.19361 -15.72794)
2    POINT (-48.18064 -15.73079)
3    POINT (-48.18641 -15.73075)
4    POINT (-48.18609 -15.73090)
..                           ...
303  POINT (-48.16781 -15.73846)
304  POINT (-48.16776 -15.74143)
305  POINT (-48.16758 -15.74384)
306  POINT (-48.16760 -15.74115)
307  POINT (-48.16777 -15.74387)

[308 rows x 1 columns]"
75,0.403,"                        geometry
0    POINT (-48.19361 -15.72794)
1    POINT (-48.18064 -15.73079)
2    POINT (-48.18641 -15.73075)
3    POINT (-48.18609 -15.73090)
4    POINT (-48.19354 -15.72855)
..                           ...
175  POINT (-48.16277 -15.73099)
176  POINT (-48.17518 -15.73087)
177  POINT (-48.16584 -15.73113)
178  POINT (-48.17506 -15.73100)
179  POINT (-48.16566 -15.73097)

[180 rows x 1 columns]"
76,0.404,"                        geometry
0    POINT (-48.19361 -15.72794)
1    POINT (-48.18064 -15.73079)
2    POINT (-48.18641 -15.73075)
3    POINT (-48.18609 -15.73090)
4    POINT (-48.19354 -15.72855)
..                           ...
279  POINT (-48.16781 -15.73846)
280  POINT (-48.16776 -15.74143)
281  POINT (-48.16758 -15.74384)
282  POINT (-48.16760 -15.74115)
283  POINT (-48.16777 -15.74387)

[284 rows x 1 columns]"
77,0.930,"                        geometry
0    POINT (-47.96572 -15.80723)
1    POINT (-47.96643 -15.80779)
2    POINT (-47.96643 -15.80739)
3    POINT (-47.96547 -15.80754)
4    POINT (-47.96682 -15.80706)
..                           ...
240  POINT (-48.14271 -15.80733)
241  POINT (-48.13989 -15.80657)
242  POINT (-48.13995 -15.80677)
243  POINT (-48.14249 -15.80750)
244  POINT (-48.14117 -15.80691)

[245 rows x 1 columns]"
78,413.1,"                        geometry
0    POINT (-48.19361 -15.72794)
1    POINT (-48.18064 -15.73079)
2    POINT (-48.18641 -15.73075)
3    POINT (-48.18609 -15.73090)
4    POINT (-48.19354 -15.72855)
..                           ...
274  POINT (-48.16781 -15.73846)
275  POINT (-48.16776 -15.74143)
276  POINT (-48.16758 -15.74384)
277  POINT (-48.16760 -15.74115)
278  POINT (-48.16777 -15.74387)

[279 rows x 1 columns]"
79,0.503,"                        geometry
0    POINT (-47.82298 -15.67538)
1    POINT (-47.82331 -15.67509)
2    POINT (-47.79193 -15.64530)
3    POINT (-47.83954 -15.68185)
4    POINT (-47.83937 -15.68254)
..                           ...
175  POINT (-47.93667 -15.76606)
176  POINT (-47.93703 -15.77401)
177  POINT (-47.90070 -15.71254)
178  POINT (-47.89537 -15.70986)
179  POINT (-47.89811 -15.71241)

[180 rows x 1 columns]"
80,0.611,"                       geometry
0   POINT (-47.64076 -15.64747)
1   POINT (-47.63518 -15.64730)
2   POINT (-47.63594 -15.64748)
3   POINT (-47.64165 -15.64766)
4   POINT (-47.65168 -15.63571)
5   POINT (-47.65123 -15.63625)
6   POINT (-47.65501 -15.61826)
7   POINT (-47.65490 -15.61619)
8   POINT (-47.65505 -15.61971)
9   POINT (-47.65518 -15.61635)
10  POINT (-47.65406 -15.61765)
11  POINT (-47.65437 -15.61777)
12  POINT (-47.65535 -15.61963)
13  POINT (-47.65124 -15.63983)
14  POINT (-47.65075 -15.64035)
15  POINT (-47.65148 -15.61781)
16  POINT (-47.64700 -15.64765)
17  POINT (-47.65045 -15.64661)
18  POINT (-47.65031 -15.64608)
19  POINT (-47.64717 -15.64783)
20  POINT (-47.65141 -15.64794)
21  POINT (-47.65066 -15.64460)
22  POINT (-47.65085 -15.64344)
23  POINT (-47.65041 -15.64402)
24  POINT (-47.65125 -15.64776)
25  POINT (-47.65373 -15.62908)
26  POINT (-47.65208 -15.63009)
27  POINT (-47.65181 -15.62887)
28  POINT (-47.65097 -15.62972)
29  POINT (-47.65173 -15.63113)
30  POINT (-47.65559 -15.62407)
31  POINT (-47.65577 -15.62780)
32  POINT (-47.65531 -15.62404)
33  POINT (-47.65617 -15.62620)
34  POINT (-47.65554 -15.62766)"
81,3317,"                       geometry
0   POINT (-47.97841 -16.04882)
1   POINT (-47.97066 -16.04895)
2   POINT (-47.96909 -16.04925)
3   POINT (-47.97034 -16.04898)
4   POINT (-47.97267 -16.04898)
..                          ...
61  POINT (-47.98689 -16.04886)
62  POINT (-47.99591 -16.04885)
63  POINT (-47.98771 -16.04929)
64  POINT (-47.98453 -16.04927)
65  POINT (-47.99147 -16.04926)

[66 rows x 1 columns]"
82,100.9,"                        geometry
0    POINT (-47.85338 -15.80188)
1    POINT (-47.85334 -15.80215)
2    POINT (-47.84709 -15.80989)
3    POINT (-47.84686 -15.81056)
4    POINT (-47.80146 -15.80934)
..                           ...
116  POINT (-47.90526 -15.81193)
117  POINT (-47.90854 -15.81387)
118  POINT (-47.91091 -15.81558)
119  POINT (-47.91059 -15.81581)
120  POINT (-47.90791 -15.81387)

[121 rows x 1 columns]"
83,0.773,"                        geometry
0    POINT (-47.76040 -15.75219)
1    POINT (-47.74439 -15.75897)
2    POINT (-47.75372 -15.75319)
3    POINT (-47.74684 -15.75743)
4    POINT (-47.75137 -15.75455)
..                           ...
153  POINT (-47.89912 -15.81473)
154  POINT (-47.90020 -15.81720)
155  POINT (-47.89896 -15.81460)
156  POINT (-47.90070 -15.81598)
157  POINT (-47.90083 -15.81642)

[158 rows x 1 columns]"
84,0.884,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96680 -15.86686)
3    POINT (-47.96505 -15.86656)
4    POINT (-47.96109 -15.86449)
..                           ...
211  POINT (-47.89793 -15.73464)
212  POINT (-47.90139 -15.82523)
213  POINT (-47.89880 -15.82335)
214  POINT (-47.90071 -15.82521)
215  POINT (-47.89857 -15.82367)

[216 rows x 1 columns]"
85,638.1,"                        geometry
0    POINT (-47.65991 -15.72511)
1    POINT (-47.66014 -15.72521)
2    POINT (-47.66051 -15.75611)
3    POINT (-47.65754 -15.76182)
4    POINT (-47.66446 -15.74572)
..                           ...
127  POINT (-47.65559 -15.62407)
128  POINT (-47.65577 -15.62780)
129  POINT (-47.65531 -15.62404)
130  POINT (-47.65617 -15.62620)
131  POINT (-47.65554 -15.62766)

[132 rows x 1 columns]"
86,0.819,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96680 -15.86686)
3    POINT (-47.96505 -15.86656)
4    POINT (-47.96109 -15.86449)
..                           ...
238  POINT (-47.89793 -15.73464)
239  POINT (-47.90139 -15.82523)
240  POINT (-47.89880 -15.82335)
241  POINT (-47.90071 -15.82521)
242  POINT (-47.89857 -15.82367)

[243 rows x 1 columns]"
87,0.511,"                       geometry
0   POINT (-47.82298 -15.67538)
1   POINT (-47.82367 -15.70158)
2   POINT (-47.81398 -15.70818)
3   POINT (-47.82348 -15.70174)
4   POINT (-47.81854 -15.70508)
..                          ...
83  POINT (-47.77903 -15.75633)
84  POINT (-47.77929 -15.75554)
85  POINT (-47.81480 -15.67006)
86  POINT (-47.81705 -15.66937)
87  POINT (-47.81565 -15.66959)

[88 rows x 1 columns]"
88,616.3,"                        geometry
0    POINT (-47.66822 -15.62072)
1    POINT (-47.66299 -15.62363)
2    POINT (-47.66308 -15.62365)
3    POINT (-47.66133 -15.62746)
4    POINT (-47.66244 -15.62091)
..                           ...
183  POINT (-47.89554 -15.72391)
184  POINT (-47.89611 -15.72536)
185  POINT (-47.89579 -15.72520)
186  POINT (-47.89838 -15.71831)
187  POINT (-47.89801 -15.71827)

[188 rows x 1 columns]"
89,392.2,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96680 -15.86686)
3    POINT (-47.96505 -15.86656)
4    POINT (-47.96109 -15.86449)
..                           ...
249  POINT (-47.89793 -15.73464)
250  POINT (-47.90139 -15.82523)
251  POINT (-47.89880 -15.82335)
252  POINT (-47.90071 -15.82521)
253  POINT (-47.89857 -15.82367)

[254 rows x 1 columns]"
90,813.2,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.96304 -15.86636)
2    POINT (-47.96287 -15.86609)
3    POINT (-47.96680 -15.86686)
4    POINT (-47.96505 -15.86656)
..                           ...
204  POINT (-47.89838 -15.73702)
205  POINT (-47.89805 -15.74110)
206  POINT (-47.89822 -15.74181)
207  POINT (-47.89728 -15.74474)
208  POINT (-47.89692 -15.74462)

[209 rows x 1 columns]"
91,630.2,"                        geometry
0    POINT (-47.66156 -15.61820)
1    POINT (-47.66822 -15.62072)
2    POINT (-47.66244 -15.62091)
3    POINT (-47.66847 -15.62052)
4    POINT (-47.66313 -15.62102)
..                           ...
182  POINT (-47.89554 -15.72391)
183  POINT (-47.89611 -15.72536)
184  POINT (-47.89579 -15.72520)
185  POINT (-47.89838 -15.71831)
186  POINT (-47.89801 -15.71827)

[187 rows x 1 columns]"
92,501.7,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.79193 -15.64530)
4    POINT (-47.83954 -15.68185)
..                           ...
128  POINT (-47.89554 -15.72391)
129  POINT (-47.89611 -15.72536)
130  POINT (-47.89579 -15.72520)
131  POINT (-47.89838 -15.71831)
132  POINT (-47.89801 -15.71827)

[133 rows x 1 columns]"
93,3311,"                       geometry
0   POINT (-48.02713 -16.02318)
1   POINT (-48.02381 -16.02078)
2   POINT (-48.02628 -16.02234)
3   POINT (-48.02784 -16.02336)
4   POINT (-48.02376 -16.02112)
..                          ...
65  POINT (-48.02086 -16.01878)
66  POINT (-48.01809 -16.01737)
67  POINT (-48.01612 -16.01603)
68  POINT (-48.01144 -16.01233)
69  POINT (-48.02065 -16.01903)

[70 rows x 1 columns]"
94,423.1,"                        geometry
0    POINT (-48.16226 -15.66681)
1    POINT (-48.16850 -15.66705)
2    POINT (-47.91254 -15.79549)
3    POINT (-47.91278 -15.79486)
4    POINT (-47.98838 -15.78741)
..                           ...
137  POINT (-48.11493 -15.66909)
138  POINT (-48.10503 -15.67500)
139  POINT (-48.10282 -15.67575)
140  POINT (-48.10322 -15.67570)
141  POINT (-48.14080 -15.66765)

[142 rows x 1 columns]"
95,0.527,"                        geometry
0    POINT (-47.82298 -15.67538)
1    POINT (-47.82331 -15.67509)
2    POINT (-47.76089 -15.64431)
3    POINT (-47.76102 -15.64485)
4    POINT (-47.76161 -15.64421)
..                           ...
146  POINT (-47.91679 -15.80016)
147  POINT (-47.93703 -15.77401)
148  POINT (-47.90070 -15.71254)
149  POINT (-47.89537 -15.70986)
150  POINT (-47.89811 -15.71241)

[151 rows x 1 columns]"
96,136.3,"                       geometry
0   POINT (-47.88979 -15.74707)
1   POINT (-47.87750 -15.72471)
2   POINT (-47.87832 -15.72369)
3   POINT (-47.84547 -15.74831)
4   POINT (-47.84534 -15.74912)
..                          ...
63  POINT (-47.89579 -15.72520)
64  POINT (-47.88881 -15.72266)
65  POINT (-47.89265 -15.72342)
66  POINT (-47.88321 -15.72205)
67  POINT (-47.89345 -15.72321)

[68 rows x 1 columns]"
97,181.4,"                        geometry
0    POINT (-47.76832 -15.90857)
1    POINT (-47.84160 -15.85407)
2    POINT (-47.84150 -15.85445)
3    POINT (-47.83822 -15.85599)
4    POINT (-47.83250 -15.85868)
..                           ...
134  POINT (-47.82087 -15.86615)
135  POINT (-47.82314 -15.86299)
136  POINT (-47.82186 -15.86952)
137  POINT (-47.75253 -15.91026)
138  POINT (-47.75449 -15.90938)

[139 rows x 1 columns]"
98,411.1,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-48.19361 -15.72794)
2    POINT (-48.18064 -15.73079)
3    POINT (-48.18641 -15.73075)
4    POINT (-48.18609 -15.73090)
..                           ...
289  POINT (-48.16781 -15.73846)
290  POINT (-48.16776 -15.74143)
291  POINT (-48.16758 -15.74384)
292  POINT (-48.16760 -15.74115)
293  POINT (-48.16777 -15.74387)

[294 rows x 1 columns]"
99,0.913,"                        geometry
0    POINT (-48.10511 -15.81150)
1    POINT (-48.10346 -15.81313)
2    POINT (-48.10487 -15.81134)
3    POINT (-48.10387 -15.81320)
4    POINT (-47.97049 -15.80209)
..                           ...
258  POINT (-48.13849 -15.80322)
259  POINT (-48.13989 -15.80657)
260  POINT (-48.13995 -15.80677)
261  POINT (-48.14249 -15.80750)
262  POINT (-48.14117 -15.80691)

[263 rows x 1 columns]"
