,linha,paradas
246,334.4,"                        geometry
0    POINT (-47.96572 -15.80723)
1    POINT (-47.96643 -15.80779)
2    POINT (-47.96643 -15.80739)
3    POINT (-47.96547 -15.80754)
4    POINT (-47.96682 -15.80706)
..                           ...
247  POINT (-48.14271 -15.80733)
248  POINT (-48.13989 -15.80657)
249  POINT (-48.13995 -15.80677)
250  POINT (-48.14249 -15.80750)
251  POINT (-48.14117 -15.80691)

[252 rows x 1 columns]"
247,0.552,"                        geometry
0    POINT (-47.96572 -15.80723)
1    POINT (-47.96643 -15.80779)
2    POINT (-47.96643 -15.80739)
3    POINT (-47.96547 -15.80754)
4    POINT (-47.96682 -15.80706)
..                           ...
239  POINT (-48.13852 -15.80309)
240  POINT (-48.13885 -15.80389)
241  POINT (-48.13849 -15.80322)
242  POINT (-48.13923 -15.80097)
243  POINT (-48.13971 -15.80097)

[244 rows x 1 columns]"
248,0.324,"                        geometry
0    POINT (-48.07248 -15.80428)
1    POINT (-48.07241 -15.80472)
2    POINT (-48.06908 -15.80365)
3    POINT (-48.06546 -15.80253)
4    POINT (-48.06637 -15.80255)
..                           ...
110  POINT (-48.09584 -15.80403)
111  POINT (-47.98070 -15.79007)
112  POINT (-47.98555 -15.78824)
113  POINT (-47.98085 -15.79038)
114  POINT (-47.98527 -15.78863)

[115 rows x 1 columns]"
249,0.385,"                        geometry
0    POINT (-48.10807 -15.84681)
1    POINT (-48.10572 -15.84507)
2    POINT (-47.96572 -15.80723)
3    POINT (-47.96643 -15.80779)
4    POINT (-47.96643 -15.80739)
..                           ...
248  POINT (-48.14271 -15.80733)
249  POINT (-48.13989 -15.80657)
250  POINT (-48.13995 -15.80677)
251  POINT (-48.14249 -15.80750)
252  POINT (-48.14117 -15.80691)

[253 rows x 1 columns]"
250,600.8,"                        geometry
0    POINT (-47.82298 -15.67538)
1    POINT (-47.82331 -15.67509)
2    POINT (-47.65483 -15.60859)
3    POINT (-47.65449 -15.60838)
4    POINT (-47.65481 -15.60864)
..                           ...
196  POINT (-47.89554 -15.72391)
197  POINT (-47.89611 -15.72536)
198  POINT (-47.89579 -15.72520)
199  POINT (-47.89838 -15.71831)
200  POINT (-47.89801 -15.71827)

[201 rows x 1 columns]"
251,206.8,"                        geometry
0    POINT (-48.23779 -15.94181)
1    POINT (-48.23544 -15.94081)
2    POINT (-48.23175 -15.93873)
3    POINT (-48.24137 -15.94243)
4    POINT (-48.24114 -15.94260)
..                           ...
137  POINT (-48.04709 -15.83833)
138  POINT (-48.06749 -15.83655)
139  POINT (-48.06112 -15.83521)
140  POINT (-48.10262 -15.84285)
141  POINT (-48.10366 -15.84312)

[142 rows x 1 columns]"
252,0.763,"                        geometry
0    POINT (-47.80146 -15.80934)
1    POINT (-47.79426 -15.80343)
2    POINT (-47.80092 -15.80944)
3    POINT (-47.79461 -15.80345)
4    POINT (-47.81058 -15.82939)
..                           ...
145  POINT (-47.90418 -15.82724)
146  POINT (-47.90139 -15.82523)
147  POINT (-47.89880 -15.82335)
148  POINT (-47.90071 -15.82521)
149  POINT (-47.89857 -15.82367)

[150 rows x 1 columns]"
253,0.180,"                       geometry
0   POINT (-47.76791 -15.91132)
1   POINT (-47.76793 -15.91160)
2   POINT (-47.76900 -15.91399)
3   POINT (-47.76933 -15.91454)
4   POINT (-47.77466 -15.92225)
..                          ...
85  POINT (-47.82231 -15.86939)
86  POINT (-47.82319 -15.87354)
87  POINT (-47.82282 -15.87405)
88  POINT (-47.82087 -15.86615)
89  POINT (-47.82186 -15.86952)

[90 rows x 1 columns]"
254,602.1,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.76089 -15.64431)
4    POINT (-47.75793 -15.64293)
..                           ...
205  POINT (-47.89554 -15.72391)
206  POINT (-47.89611 -15.72536)
207  POINT (-47.89579 -15.72520)
208  POINT (-47.89838 -15.71831)
209  POINT (-47.89801 -15.71827)

[210 rows x 1 columns]"
255,932.1,"                        geometry
0    POINT (-48.12230 -15.84582)
1    POINT (-48.12070 -15.84800)
2    POINT (-48.12093 -15.84814)
3    POINT (-48.11468 -15.85148)
4    POINT (-48.11741 -15.85230)
..                           ...
228  POINT (-47.89801 -15.81589)
229  POINT (-47.89820 -15.81603)
230  POINT (-47.90020 -15.81720)
231  POINT (-47.89972 -15.81719)
232  POINT (-47.90083 -15.81642)

[233 rows x 1 columns]"
256,616.5,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.65483 -15.60859)
4    POINT (-47.65449 -15.60838)
..                           ...
201  POINT (-47.89554 -15.72391)
202  POINT (-47.89611 -15.72536)
203  POINT (-47.89579 -15.72520)
204  POINT (-47.89838 -15.71831)
205  POINT (-47.89801 -15.71827)

[206 rows x 1 columns]"
257,0.604,"                        geometry
0    POINT (-47.82298 -15.67538)
1    POINT (-47.82331 -15.67509)
2    POINT (-47.76089 -15.64431)
3    POINT (-47.75793 -15.64293)
4    POINT (-47.75826 -15.64265)
..                           ...
253  POINT (-47.93667 -15.76606)
254  POINT (-47.93703 -15.77401)
255  POINT (-47.90070 -15.71254)
256  POINT (-47.89537 -15.70986)
257  POINT (-47.89811 -15.71241)

[258 rows x 1 columns]"
258,0.605,"                        geometry
0    POINT (-47.66156 -15.61820)
1    POINT (-47.66822 -15.62072)
2    POINT (-47.66244 -15.62091)
3    POINT (-47.66847 -15.62052)
4    POINT (-47.66313 -15.62102)
..                           ...
235  POINT (-47.89554 -15.72391)
236  POINT (-47.89611 -15.72536)
237  POINT (-47.89579 -15.72520)
238  POINT (-47.89838 -15.71831)
239  POINT (-47.89801 -15.71827)

[240 rows x 1 columns]"
259,0.835,"                        geometry
0    POINT (-47.92772 -15.85875)
1    POINT (-47.91252 -15.85298)
2    POINT (-47.91321 -15.85302)
3    POINT (-47.91816 -15.85623)
4    POINT (-47.92252 -15.85715)
..                           ...
202  POINT (-47.85612 -15.85135)
203  POINT (-47.85165 -15.84385)
204  POINT (-47.84676 -15.84287)
205  POINT (-47.85704 -15.85279)
206  POINT (-47.84916 -15.84286)

[207 rows x 1 columns]"
260,384.1,"                        geometry
0    POINT (-47.92772 -15.85875)
1    POINT (-47.91252 -15.85298)
2    POINT (-47.91321 -15.85302)
3    POINT (-47.91816 -15.85623)
4    POINT (-47.92252 -15.85715)
..                           ...
259  POINT (-48.14271 -15.80733)
260  POINT (-48.13989 -15.80657)
261  POINT (-48.13995 -15.80677)
262  POINT (-48.14249 -15.80750)
263  POINT (-48.14117 -15.80691)

[264 rows x 1 columns]"
261,0.391,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.96304 -15.86636)
2    POINT (-47.96287 -15.86609)
3    POINT (-47.96680 -15.86686)
4    POINT (-47.96505 -15.86656)
..                           ...
254  POINT (-47.89838 -15.73702)
255  POINT (-47.89805 -15.74110)
256  POINT (-47.89822 -15.74181)
257  POINT (-47.89728 -15.74474)
258  POINT (-47.89692 -15.74462)

[259 rows x 1 columns]"
262,0.616,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.76089 -15.64431)
4    POINT (-47.75793 -15.64293)
..                           ...
163  POINT (-47.89554 -15.72391)
164  POINT (-47.89611 -15.72536)
165  POINT (-47.89579 -15.72520)
166  POINT (-47.89838 -15.71831)
167  POINT (-47.89801 -15.71827)

[168 rows x 1 columns]"
263,616.2,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.76089 -15.64431)
4    POINT (-47.75793 -15.64293)
..                           ...
195  POINT (-47.89554 -15.72391)
196  POINT (-47.89611 -15.72536)
197  POINT (-47.89579 -15.72520)
198  POINT (-47.89838 -15.71831)
199  POINT (-47.89801 -15.71827)

[200 rows x 1 columns]"
264,306.2,"                        geometry
0    POINT (-48.00661 -15.86367)
1    POINT (-48.00908 -15.86635)
2    POINT (-48.01190 -15.86906)
3    POINT (-48.01064 -15.86812)
4    POINT (-48.00890 -15.86631)
..                           ...
180  POINT (-47.89801 -15.81589)
181  POINT (-47.89820 -15.81603)
182  POINT (-47.90020 -15.81720)
183  POINT (-47.89972 -15.81719)
184  POINT (-47.90083 -15.81642)

[185 rows x 1 columns]"
265,844.1,"                        geometry
0    POINT (-48.12292 -15.88051)
1    POINT (-48.12651 -15.88212)
2    POINT (-48.12956 -15.88408)
3    POINT (-48.12968 -15.88358)
4    POINT (-48.12292 -15.88050)
..                           ...
227  POINT (-47.89747 -15.73408)
228  POINT (-47.89732 -15.73542)
229  POINT (-47.89793 -15.73464)
230  POINT (-47.89838 -15.73702)
231  POINT (-47.93703 -15.77401)

[232 rows x 1 columns]"
266,604.1,"                        geometry
0    POINT (-47.66822 -15.62072)
1    POINT (-47.66244 -15.62091)
2    POINT (-47.66847 -15.62052)
3    POINT (-47.66313 -15.62102)
4    POINT (-47.65946 -15.62261)
..                           ...
254  POINT (-47.93667 -15.76606)
255  POINT (-47.93703 -15.77401)
256  POINT (-47.90070 -15.71254)
257  POINT (-47.89537 -15.70986)
258  POINT (-47.89811 -15.71241)

[259 rows x 1 columns]"
267,604.2,"                        geometry
0    POINT (-47.82298 -15.67538)
1    POINT (-47.82331 -15.67509)
2    POINT (-47.76089 -15.64431)
3    POINT (-47.75793 -15.64293)
4    POINT (-47.75826 -15.64265)
..                           ...
239  POINT (-47.93667 -15.76606)
240  POINT (-47.93703 -15.77401)
241  POINT (-47.90070 -15.71254)
242  POINT (-47.89537 -15.70986)
243  POINT (-47.89811 -15.71241)

[244 rows x 1 columns]"
268,764.2,"                       geometry
0   POINT (-47.85338 -15.80188)
1   POINT (-47.85334 -15.80215)
2   POINT (-47.84709 -15.80989)
3   POINT (-47.84686 -15.81056)
4   POINT (-47.80146 -15.80934)
..                          ...
87  POINT (-47.77929 -15.75554)
88  POINT (-47.87960 -15.79363)
89  POINT (-47.87574 -15.79396)
90  POINT (-47.87502 -15.79419)
91  POINT (-47.87438 -15.79530)

[92 rows x 1 columns]"
269,932.3,"                        geometry
0    POINT (-48.12230 -15.84582)
1    POINT (-48.12070 -15.84800)
2    POINT (-48.12093 -15.84814)
3    POINT (-48.11468 -15.85148)
4    POINT (-48.11741 -15.85230)
..                           ...
194  POINT (-47.89801 -15.81589)
195  POINT (-47.89820 -15.81603)
196  POINT (-47.90020 -15.81720)
197  POINT (-47.89972 -15.81719)
198  POINT (-47.90083 -15.81642)

[199 rows x 1 columns]"
270,0.517,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.82261 -15.63894)
2    POINT (-47.82270 -15.63879)
3    POINT (-47.82156 -15.63859)
4    POINT (-47.82128 -15.63800)
..                           ...
149  POINT (-47.89554 -15.72391)
150  POINT (-47.89611 -15.72536)
151  POINT (-47.89579 -15.72520)
152  POINT (-47.89838 -15.71831)
153  POINT (-47.89801 -15.71827)

[154 rows x 1 columns]"
271,0.760,"                        geometry
0    POINT (-47.76040 -15.75219)
1    POINT (-47.75372 -15.75319)
2    POINT (-47.76143 -15.75222)
3    POINT (-47.75792 -15.75186)
4    POINT (-47.75400 -15.75327)
..                           ...
137  POINT (-47.88421 -15.72049)
138  POINT (-47.88332 -15.71798)
139  POINT (-47.89265 -15.72342)
140  POINT (-47.88321 -15.72205)
141  POINT (-47.89345 -15.72321)

[142 rows x 1 columns]"
272,605.1,"                        geometry
0    POINT (-47.82298 -15.67538)
1    POINT (-47.82331 -15.67509)
2    POINT (-47.76089 -15.64431)
3    POINT (-47.75793 -15.64293)
4    POINT (-47.75826 -15.64265)
..                           ...
222  POINT (-47.89554 -15.72391)
223  POINT (-47.89611 -15.72536)
224  POINT (-47.89579 -15.72520)
225  POINT (-47.89838 -15.71831)
226  POINT (-47.89801 -15.71827)

[227 rows x 1 columns]"
273,515.4,"                       geometry
0   POINT (-47.92875 -15.63459)
1   POINT (-47.91315 -15.64621)
2   POINT (-47.93193 -15.63245)
3   POINT (-47.93446 -15.63042)
4   POINT (-47.93455 -15.63062)
..                          ...
61  POINT (-47.95215 -15.61762)
62  POINT (-47.95535 -15.61527)
63  POINT (-47.95226 -15.61739)
64  POINT (-47.94900 -15.61974)
65  POINT (-47.95835 -15.61287)

[66 rows x 1 columns]"
274,346.1,"                        geometry
0    POINT (-47.95740 -15.86094)
1    POINT (-47.95094 -15.85525)
2    POINT (-47.95115 -15.85499)
3    POINT (-47.95099 -15.85300)
4    POINT (-47.95074 -15.85309)
..                           ...
252  POINT (-48.14271 -15.80733)
253  POINT (-48.13989 -15.80657)
254  POINT (-48.13995 -15.80677)
255  POINT (-48.14249 -15.80750)
256  POINT (-48.14117 -15.80691)

[257 rows x 1 columns]"
275,550.1,"                       geometry
0   POINT (-47.82156 -15.63859)
1   POINT (-47.82128 -15.63800)
2   POINT (-47.79223 -15.64960)
3   POINT (-47.79193 -15.64530)
4   POINT (-47.79418 -15.64991)
..                          ...
66  POINT (-47.85671 -15.63216)
67  POINT (-47.85684 -15.63232)
68  POINT (-47.85353 -15.63658)
69  POINT (-47.85342 -15.63549)
70  POINT (-47.85230 -15.63679)

[71 rows x 1 columns]"
276,0.907,"                        geometry
0    POINT (-48.07248 -15.80428)
1    POINT (-48.07241 -15.80472)
2    POINT (-48.06908 -15.80365)
3    POINT (-48.06546 -15.80253)
4    POINT (-48.06637 -15.80255)
..                           ...
133  POINT (-48.13310 -15.81995)
134  POINT (-47.98070 -15.79007)
135  POINT (-47.98555 -15.78824)
136  POINT (-47.98085 -15.79038)
137  POINT (-47.98527 -15.78863)

[138 rows x 1 columns]"
277,380.4,"                        geometry
0    POINT (-48.12678 -15.88983)
1    POINT (-48.12167 -15.88690)
2    POINT (-48.12415 -15.88804)
3    POINT (-48.12684 -15.88928)
4    POINT (-48.12159 -15.88743)
..                           ...
204  POINT (-47.91911 -15.80191)
205  POINT (-47.91606 -15.80011)
206  POINT (-47.92143 -15.80326)
207  POINT (-47.92345 -15.80438)
208  POINT (-47.91679 -15.80016)

[209 rows x 1 columns]"
278,615.1,"                       geometry
0   POINT (-47.66822 -15.62072)
1   POINT (-47.66299 -15.62363)
2   POINT (-47.66308 -15.62365)
3   POINT (-47.66244 -15.62091)
4   POINT (-47.66847 -15.62052)
..                          ...
81  POINT (-47.65836 -15.62500)
82  POINT (-47.65880 -15.62408)
83  POINT (-47.65531 -15.62404)
84  POINT (-47.65617 -15.62620)
85  POINT (-47.65554 -15.62766)

[86 rows x 1 columns]"
279,0.558,"                        geometry
0    POINT (-48.10511 -15.81150)
1    POINT (-48.10346 -15.81313)
2    POINT (-48.10487 -15.81134)
3    POINT (-48.10387 -15.81320)
4    POINT (-48.09879 -15.82366)
..                           ...
227  POINT (-47.89801 -15.81589)
228  POINT (-47.89820 -15.81603)
229  POINT (-47.90020 -15.81720)
230  POINT (-47.89972 -15.81719)
231  POINT (-47.90083 -15.81642)

[232 rows x 1 columns]"
280,811.1,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.96304 -15.86636)
2    POINT (-47.96287 -15.86609)
3    POINT (-47.96680 -15.86686)
4    POINT (-47.96505 -15.86656)
..                           ...
187  POINT (-47.89838 -15.73702)
188  POINT (-47.89805 -15.74110)
189  POINT (-47.89822 -15.74181)
190  POINT (-47.89728 -15.74474)
191  POINT (-47.89692 -15.74462)

[192 rows x 1 columns]"
281,902.2,"                        geometry
0    POINT (-47.86711 -15.79760)
1    POINT (-47.87085 -15.79877)
2    POINT (-47.86920 -15.79929)
3    POINT (-47.86234 -15.79907)
4    POINT (-47.86774 -15.79739)
..                           ...
120  POINT (-48.00055 -15.78633)
121  POINT (-47.98070 -15.79007)
122  POINT (-47.98555 -15.78824)
123  POINT (-47.98085 -15.79038)
124  POINT (-47.98527 -15.78863)

[125 rows x 1 columns]"
282,932.2,"                        geometry
0    POINT (-47.96572 -15.80723)
1    POINT (-47.96643 -15.80779)
2    POINT (-47.96643 -15.80739)
3    POINT (-47.96547 -15.80754)
4    POINT (-47.96682 -15.80706)
..                           ...
206  POINT (-47.90854 -15.81387)
207  POINT (-47.91091 -15.81558)
208  POINT (-47.91059 -15.81581)
209  POINT (-47.90791 -15.81387)
210  POINT (-48.05940 -15.82719)

[211 rows x 1 columns]"
283,0.392,"                        geometry
0    POINT (-47.96304 -15.86636)
1    POINT (-47.96287 -15.86609)
2    POINT (-47.96680 -15.86686)
3    POINT (-47.96505 -15.86656)
4    POINT (-47.96109 -15.86449)
..                           ...
247  POINT (-47.89793 -15.73464)
248  POINT (-47.90139 -15.82523)
249  POINT (-47.89880 -15.82335)
250  POINT (-47.90071 -15.82521)
251  POINT (-47.89857 -15.82367)

[252 rows x 1 columns]"
284,173.1,"                       geometry
0   POINT (-47.96304 -15.86636)
1   POINT (-47.96287 -15.86609)
2   POINT (-47.96680 -15.86686)
3   POINT (-47.96505 -15.86656)
4   POINT (-47.97167 -15.87187)
5   POINT (-47.97165 -15.87215)
6   POINT (-48.00258 -15.87998)
7   POINT (-48.00509 -15.88016)
8   POINT (-47.96609 -15.87035)
9   POINT (-47.96403 -15.86794)
10  POINT (-47.96651 -15.86921)
11  POINT (-47.96891 -15.87044)
12  POINT (-47.96972 -15.86895)
13  POINT (-47.97002 -15.86851)
14  POINT (-47.96613 -15.87006)
15  POINT (-47.96735 -15.87098)
16  POINT (-47.96250 -15.86820)
17  POINT (-47.96218 -15.86833)
18  POINT (-47.96827 -15.87042)
19  POINT (-47.96780 -15.87091)
20  POINT (-47.96500 -15.86877)
21  POINT (-47.96273 -15.86758)
22  POINT (-47.97722 -15.87469)
23  POINT (-47.97737 -15.87647)
24  POINT (-47.97608 -15.87605)
25  POINT (-47.97482 -15.87157)
26  POINT (-47.98017 -15.87372)
27  POINT (-47.97668 -15.87473)
28  POINT (-47.97726 -15.87634)
29  POINT (-47.97599 -15.87621)
30  POINT (-47.97538 -15.87125)
31  POINT (-47.97464 -15.87368)
32  POINT (-48.00884 -15.88052)
33  POINT (-48.01245 -15.88118)
34  POINT (-48.01635 -15.88388)
35  POINT (-48.02131 -15.88642)
36  POINT (-48.01768 -15.88305)
37  POINT (-48.01670 -15.88289)
38  POINT (-48.02110 -15.88577)
39  POINT (-48.01758 -15.88293)
40  POINT (-48.01950 -15.88402)
41  POINT (-48.02206 -15.88504)
42  POINT (-48.01540 -15.88238)
43  POINT (-48.01269 -15.88239)
44  POINT (-47.97393 -15.87301)
45  POINT (-47.97385 -15.87634)
46  POINT (-47.97310 -15.87393)
47  POINT (-47.97368 -15.87492)"
285,0.366,"                        geometry
0    POINT (-48.12292 -15.88051)
1    POINT (-48.12651 -15.88212)
2    POINT (-48.12956 -15.88408)
3    POINT (-48.12968 -15.88358)
4    POINT (-48.12292 -15.88050)
..                           ...
149  POINT (-48.07595 -15.85484)
150  POINT (-48.07011 -15.85622)
151  POINT (-48.07065 -15.85645)
152  POINT (-48.07561 -15.85524)
153  POINT (-48.07307 -15.85406)

[154 rows x 1 columns]"
286,0.334,"                        geometry
0    POINT (-47.96572 -15.80723)
1    POINT (-47.96643 -15.80779)
2    POINT (-47.96643 -15.80739)
3    POINT (-47.96547 -15.80754)
4    POINT (-47.96682 -15.80706)
..                           ...
243  POINT (-48.13852 -15.80309)
244  POINT (-48.13885 -15.80389)
245  POINT (-48.13849 -15.80322)
246  POINT (-48.13923 -15.80097)
247  POINT (-48.13971 -15.80097)

[248 rows x 1 columns]"
287,0.170,"                        geometry
0    POINT (-47.84160 -15.85407)
1    POINT (-47.84150 -15.85445)
2    POINT (-47.83822 -15.85599)
3    POINT (-47.83250 -15.85868)
4    POINT (-47.82895 -15.85997)
..                           ...
134  POINT (-47.90418 -15.82724)
135  POINT (-47.90139 -15.82523)
136  POINT (-47.89880 -15.82335)
137  POINT (-47.90071 -15.82521)
138  POINT (-47.89857 -15.82367)

[139 rows x 1 columns]"
288,506.0,"                       geometry
0   POINT (-47.87002 -15.61239)
1   POINT (-47.87012 -15.61272)
2   POINT (-47.86472 -15.60061)
3   POINT (-47.86017 -15.59533)
4   POINT (-47.86920 -15.60499)
5   POINT (-47.87135 -15.60190)
6   POINT (-47.87102 -15.60194)
7   POINT (-47.87125 -15.60245)
8   POINT (-47.86907 -15.60630)
9   POINT (-47.86373 -15.58726)
10  POINT (-47.86439 -15.58738)
11  POINT (-47.86838 -15.58971)
12  POINT (-47.86943 -15.59001)
13  POINT (-47.88136 -15.59056)
14  POINT (-47.88075 -15.59052)"
289,0.627,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.76089 -15.64431)
4    POINT (-47.75793 -15.64293)
..                           ...
145  POINT (-47.89554 -15.72391)
146  POINT (-47.89611 -15.72536)
147  POINT (-47.89579 -15.72520)
148  POINT (-47.89838 -15.71831)
149  POINT (-47.89801 -15.71827)

[150 rows x 1 columns]"
290,2206,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.94217 -15.86579)
2    POINT (-47.93857 -15.86309)
3    POINT (-47.94236 -15.86555)
4    POINT (-47.97557 -15.92315)
..                           ...
200  POINT (-47.90020 -15.81720)
201  POINT (-47.89972 -15.81719)
202  POINT (-47.89896 -15.81460)
203  POINT (-47.90070 -15.81598)
204  POINT (-47.90083 -15.81642)

[205 rows x 1 columns]"
291,0.186,"                        geometry
0    POINT (-47.84160 -15.85407)
1    POINT (-47.84150 -15.85445)
2    POINT (-47.83822 -15.85599)
3    POINT (-47.83250 -15.85868)
4    POINT (-47.82895 -15.85997)
..                           ...
195  POINT (-47.89801 -15.81589)
196  POINT (-47.89820 -15.81603)
197  POINT (-47.90020 -15.81720)
198  POINT (-47.89972 -15.81719)
199  POINT (-47.90083 -15.81642)

[200 rows x 1 columns]"
292,180.1,"                       geometry
0   POINT (-47.78887 -15.89755)
1   POINT (-47.79119 -15.89560)
2   POINT (-47.79144 -15.89588)
3   POINT (-47.78726 -15.89715)
4   POINT (-47.78566 -15.89730)
..                          ...
91  POINT (-47.82186 -15.86952)
92  POINT (-47.75253 -15.91026)
93  POINT (-47.75963 -15.90974)
94  POINT (-47.75994 -15.90978)
95  POINT (-47.75449 -15.90938)

[96 rows x 1 columns]"
293,0.167,"                        geometry
0    POINT (-47.87419 -15.77607)
1    POINT (-47.87466 -15.77462)
2    POINT (-47.87472 -15.77182)
3    POINT (-47.87516 -15.77119)
4    POINT (-47.87012 -15.76002)
..                           ...
147  POINT (-47.89880 -15.82335)
148  POINT (-47.90071 -15.82521)
149  POINT (-47.89857 -15.82367)
150  POINT (-47.97923 -15.82525)
151  POINT (-47.97757 -15.82437)

[152 rows x 1 columns]"
294,0.301,"                        geometry
0    POINT (-48.11906 -15.84351)
1    POINT (-48.11567 -15.84795)
2    POINT (-48.11468 -15.85148)
3    POINT (-48.11542 -15.84770)
4    POINT (-48.11741 -15.85230)
..                           ...
190  POINT (-47.91606 -15.80011)
191  POINT (-47.92143 -15.80326)
192  POINT (-47.92345 -15.80438)
193  POINT (-47.91679 -15.80016)
194  POINT (-48.05940 -15.82719)

[195 rows x 1 columns]"
295,600.7,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82298 -15.67538)
2    POINT (-47.82331 -15.67509)
3    POINT (-47.65483 -15.60859)
4    POINT (-47.65449 -15.60838)
..                           ...
176  POINT (-47.89554 -15.72391)
177  POINT (-47.89611 -15.72536)
178  POINT (-47.89579 -15.72520)
179  POINT (-47.89838 -15.71831)
180  POINT (-47.89801 -15.71827)

[181 rows x 1 columns]"
296,255.2,"                        geometry
0    POINT (-47.98841 -15.97662)
1    POINT (-47.99201 -15.97735)
2    POINT (-47.98974 -15.98019)
3    POINT (-47.98968 -15.97550)
4    POINT (-47.98886 -15.97966)
..                           ...
195  POINT (-47.98601 -15.99223)
196  POINT (-47.98618 -15.99286)
197  POINT (-47.98589 -15.99251)
198  POINT (-47.98648 -15.99249)
199  POINT (-47.98657 -15.99252)

[200 rows x 1 columns]"
297,170.6,"                        geometry
0    POINT (-47.76832 -15.90857)
1    POINT (-47.82143 -15.95219)
2    POINT (-47.82147 -15.95168)
3    POINT (-47.82399 -15.94618)
4    POINT (-47.82442 -15.94577)
..                           ...
101  POINT (-47.76369 -15.91202)
102  POINT (-47.77964 -15.90017)
103  POINT (-47.77974 -15.90045)
104  POINT (-47.78241 -15.89846)
105  POINT (-47.78231 -15.89818)

[106 rows x 1 columns]"
298,100.6,"                        geometry
0    POINT (-47.85338 -15.80188)
1    POINT (-47.85334 -15.80215)
2    POINT (-47.84709 -15.80989)
3    POINT (-47.84686 -15.81056)
4    POINT (-47.80146 -15.80934)
..                           ...
186  POINT (-47.92050 -15.79789)
187  POINT (-47.92288 -15.79957)
188  POINT (-47.91606 -15.80011)
189  POINT (-47.91679 -15.80016)
190  POINT (-47.92009 -15.79802)

[191 rows x 1 columns]"
299,517.2,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.82750 -15.64425)
2    POINT (-47.84460 -15.65931)
3    POINT (-47.84657 -15.65634)
4    POINT (-47.84193 -15.66422)
..                           ...
100  POINT (-47.89554 -15.72391)
101  POINT (-47.89611 -15.72536)
102  POINT (-47.89579 -15.72520)
103  POINT (-47.89838 -15.71831)
104  POINT (-47.89801 -15.71827)

[105 rows x 1 columns]"
300,396.2,"                        geometry
0    POINT (-47.89601 -15.74749)
1    POINT (-47.96304 -15.86636)
2    POINT (-47.96287 -15.86609)
3    POINT (-47.96680 -15.86686)
4    POINT (-47.96505 -15.86656)
..                           ...
222  POINT (-47.89838 -15.73702)
223  POINT (-47.89805 -15.74110)
224  POINT (-47.89822 -15.74181)
225  POINT (-47.89728 -15.74474)
226  POINT (-47.89692 -15.74462)

[227 rows x 1 columns]"
301,158.6,"                        geometry
0    POINT (-47.97049 -15.80209)
1    POINT (-47.96931 -15.80262)
2    POINT (-47.96703 -15.80295)
3    POINT (-47.96676 -15.80266)
4    POINT (-47.90780 -15.78706)
..                           ...
107  POINT (-47.98051 -15.78760)
108  POINT (-47.98632 -15.78070)
109  POINT (-47.99729 -15.77808)
110  POINT (-48.00005 -15.77572)
111  POINT (-47.99760 -15.77774)

[112 rows x 1 columns]"
302,0.224,"                        geometry
0    POINT (-47.95740 -15.86094)
1    POINT (-48.06210 -16.01013)
2    POINT (-48.05989 -16.00639)
3    POINT (-48.06226 -16.00987)
4    POINT (-48.05950 -16.00462)
..                           ...
281  POINT (-47.89801 -15.81589)
282  POINT (-47.89820 -15.81603)
283  POINT (-47.90020 -15.81720)
284  POINT (-47.89972 -15.81719)
285  POINT (-47.90083 -15.81642)

[286 rows x 1 columns]"
303,0.518,"                        geometry
0    POINT (-47.88979 -15.74707)
1    POINT (-47.82261 -15.63894)
2    POINT (-47.82270 -15.63879)
3    POINT (-47.82156 -15.63859)
4    POINT (-47.82128 -15.63800)
..                           ...
113  POINT (-47.89554 -15.72391)
114  POINT (-47.89611 -15.72536)
115  POINT (-47.89579 -15.72520)
116  POINT (-47.89838 -15.71831)
117  POINT (-47.89801 -15.71827)

[118 rows x 1 columns]"
304,648.1,"                        geometry
0    POINT (-47.66822 -15.62072)
1    POINT (-47.66299 -15.62363)
2    POINT (-47.66308 -15.62365)
3    POINT (-47.66133 -15.62746)
4    POINT (-47.66244 -15.62091)
..                           ...
178  POINT (-47.92345 -15.80438)
179  POINT (-47.91679 -15.80016)
180  POINT (-47.90070 -15.71254)
181  POINT (-47.89537 -15.70986)
182  POINT (-47.89811 -15.71241)

[183 rows x 1 columns]"
