Linha_Sentido,Paradas
100.4,"[(183814.18179609498, 8250475.951208207), (202045.95874263713, 8255525.451532738), (183209.18060432386, 8250501.612653415), (202209.08158431522, 8256055.1726050135), (182565.64974978525, 8250591.728903388), (182150.41906600277, 8250650.535612281), (181794.57544898166, 8251745.816882732), (181231.29178715727, 8252162.5407533385), (203773.90584933647, 8256416.989338335), (202886.28730857355, 8256071.863049958), (180018.93842073655, 8253052.294586872), (179828.14801210695, 8252814.522210652), (180219.88561049057, 8252394.863736956), (180652.1934888219, 8252297.760561439), (202149.93743432235, 8254532.146201262), (180974.85363103, 8252225.792097318), (202438.4382179837, 8252838.548578775), (182343.70548694782, 8250343.465378113), (182746.1792897305, 8250285.652385459), (200645.964806356, 8250818.936178273), (183993.26651392577, 8249163.661297721), (199882.1395653622, 8250154.459492747), (183907.5953975221, 8248583.433949421), (183833.0758140156, 8248147.478349342), (199432.39139832804, 8249696.607958136), (199404.33179370317, 8249179.399981369), (183721.8826912379, 8247464.5921190055), (199337.3250624908, 8248380.864572593), (198908.38389287482, 8247961.38511632), (198573.64172063474, 8247635.333117548), (184907.94021742448, 8246017.598657041), (197694.43966724921, 8247298.529282081), (197313.89879332634, 8247701.394483858), (186936.62651219548, 8245967.986220076), (196512.9960310925, 8249077.343373832), (187236.31073571387, 8246070.944026135), (187635.0724998038, 8246256.092421041), (195658.0244821077, 8249561.389519616), (188231.8159795534, 8246524.19988338), (194991.68101481366, 8250027.107136078), (192003.67723174285, 8249231.572004702), (190890.59936699626, 8248542.557985773), (193202.34455081713, 8249832.56091667), (188570.42946628103, 8246743.921241999), (198094.49743470957, 8247255.888379939), (184266.5489259786, 8250500.093213755), (184517.02083000075, 8251350.690227442), (201865.58619388548, 8251766.60307277), (183930.43581098854, 8251098.244868871)]"
20.2,"[(180411.53603776352, 8228520.332990486), (179350.4875234858, 8229437.455841555), (178849.07857623952, 8229178.456304126), (179151.7857329973, 8228753.559020963), (179407.83086559875, 8228932.914777534), (180336.6872083858, 8229598.539662316), (180314.8205116081, 8228130.207997009), (179904.99735836132, 8227545.639124704), (179228.67192170775, 8227392.261868987), (178669.74513755686, 8227104.986853968), (178283.5836166066, 8227158.292082185), (177850.74400100502, 8227298.150655537), (177548.723171742, 8226840.545666576), (177444.71382370038, 8226244.8677289905), (177098.79127873364, 8226010.184653285), (176817.234829214, 8225811.147570842), (176501.00949536724, 8225588.700104602), (176232.57116638368, 8225368.193765099), (176050.3340688747, 8225010.704886139), (175940.84620193118, 8223939.277407359), (175379.1395375186, 8223751.225899595), (175069.97615201434, 8223320.216566842), (174741.9276606202, 8223490.638129388), (174512.03664678696, 8223769.598189325), (173990.5466986529, 8224468.45318796), (172368.5501304202, 8224082.73390822), (172779.5137428621, 8225101.967285709), (172948.03654079186, 8225369.985000177), (173133.24932516448, 8225891.299137399), (173519.79656467942, 8226445.627819342), (173218.8301909555, 8226802.661080962), (173187.05498144665, 8227473.24433973), (173200.32464071183, 8227858.261092633), (173215.30273232178, 8228276.539857989), (172512.1623561546, 8228425.929058415), (172494.851533256, 8227945.0514416965), (172246.38636091654, 8227555.00236356), (172246.06080928212, 8226698.4111449495), (171994.07378518046, 8226788.080687275), (171761.16180233518, 8226969.117230443), (171556.50191469444, 8227300.20193625), (171294.43184494379, 8227600.770951203), (171057.998369637, 8227764.810151488), (170361.14375570905, 8228121.002688782), (170059.90067393798, 8227901.898390226), (170052.3959523653, 8227548.4715735065), (170033.49238432024, 8227170.110726307), (169937.62953414873, 8226595.940793537), (170062.76044875046, 8226258.399336104), (170541.28593330516, 8225959.626213428), (171371.9450776223, 8225424.309316706), (171864.20609386993, 8225140.959302114)]"
0.022,"[(188739.5290032365, 8258122.98075948), (189285.61650584632, 8257858.764298311), (189406.00966588032, 8257490.907248838), (189510.99294595528, 8257168.520470135), (189629.4939881902, 8256805.2914250465), (189734.96094241293, 8256481.893770757), (189851.29972286883, 8256124.173616398), (189957.58434905877, 8255797.271529938), (190076.22523004655, 8255434.331641055), (190179.6754340932, 8255115.173147885), (190297.81348333115, 8254751.666301979), (190506.04257028562, 8253843.892649552), (190547.71457660716, 8253513.445100055), (190575.77520444727, 8253170.847098725), (190570.83115485572, 8252698.3407064015), (190209.03241758925, 8251451.811272773), (191344.82441685576, 8250747.977848849), (191196.47052916753, 8250197.192566121), (190901.77366873264, 8249840.6683242265), (190613.76176118143, 8249498.711043272), (190401.97272769574, 8249272.406934383), (190122.99210343335, 8249000.579292806), (189808.0203541651, 8248723.000676388), (189468.47485309705, 8248460.807828165), (189193.60229672637, 8248248.901478907), (188897.49908145063, 8248022.3757996345), (188610.9092330374, 8247801.890554849), (188326.66366865195, 8247583.862296303), (188034.77346350625, 8247358.913678705), (187756.51646532054, 8247145.821333963), (187468.46672980316, 8246924.362912458), (187130.385328626, 8246665.487405735), (186936.62651219548, 8245967.986220076), (187391.1614323192, 8247249.513928405), (186859.4487420359, 8247787.2824061215), (187048.12091666256, 8248401.114006185), (187334.40064350402, 8248620.817511386), (187619.6170199612, 8248839.826929897), (187904.54815834181, 8249058.772262901), (188192.48126662755, 8249279.0024988605), (188477.3206616452, 8249498.020824533), (188758.03647202376, 8249715.9946557), (189247.77280362791, 8250136.059374602), (189461.27315216162, 8250355.265685835), (189678.27090739994, 8250601.4844608875), (189902.2817381414, 8250871.52039122), (191225.63215564645, 8251734.843398984), (191445.6404575478, 8252759.306318941), (190855.94944832928, 8251214.404782307), (191998.43258927783, 8252085.662794854), (192135.00906212113, 8252581.304611257), (192074.97714827166, 8253309.620867769), (192035.25653965323, 8253732.524981021), (191971.98681854992, 8254202.893147049), (191900.61144071643, 8254616.209708747), (191713.29462339863, 8255244.567091999), (191616.41593697545, 8255553.043078507), (191517.2354257574, 8255857.108656954), (191331.56084263817, 8256427.266792605), (191206.14437761452, 8256815.00218799), (190562.974698101, 8257622.133851525), (189863.91535777683, 8257358.114826019)]"
872.9,"[(172589.016404794, 8238478.786285509), (171840.4301577388, 8238620.523172268), (173792.62852484686, 8236865.135470762), (173605.86797802063, 8238405.142332826), (173552.112666213, 8238776.535278293), (173639.53730606363, 8240108.388266548), (173207.11211837776, 8240847.412493674), (172437.5819072334, 8241164.540970024), (172153.8033256937, 8242008.400468973), (172421.7784901507, 8242621.478127198), (172707.54726062383, 8243192.377420536), (172964.68090744084, 8243813.777146519), (173776.75721620698, 8244340.850869961), (173771.58651336585, 8244958.465616617), (173373.6689257926, 8245748.590413335), (172773.43654455084, 8246222.497612739), (172511.09602615345, 8246406.161246395), (172318.3335164128, 8246641.17131905), (172089.56452803678, 8247236.786105577), (171755.14982920868, 8248186.343905344), (171616.62842386897, 8248602.137271491), (171509.23221357662, 8248902.54328689), (171363.70177431425, 8249309.170645634), (171225.97349194478, 8249704.930637629), (171065.1258090563, 8250163.931500069), (170513.50725335395, 8250200.410502344), (171417.7306288112, 8250197.711362275), (171655.88096494167, 8249510.875457735), (171872.21103248256, 8248885.9055177495), (172128.80831880632, 8248153.41065823), (172256.51735479492, 8247792.099760882), (172631.2698524732, 8246791.297296703), (172990.2873433683, 8246494.516128021), (173447.58660683376, 8246207.469302026), (172657.00284659216, 8243502.098986583), (172964.5164443286, 8241704.067877432), (172838.94191528298, 8238276.831456505)]"
102.7,"[(185482.7072158614, 8243335.96123053), (186095.73993701203, 8243152.267226573), (186411.3657160156, 8243177.017434995), (186935.58229464298, 8243033.522822017), (187056.97076755547, 8243358.398470282), (186422.9421998161, 8244498.278010131), (186047.2431512495, 8247539.260541688)]"
0.813,"[(167084.4704350779, 8236100.279760331), (167362.99092332134, 8236699.501833074), (188739.5290032365, 8258122.98075948), (167594.65025166312, 8237028.5547446245), (167871.49396995624, 8237581.097976694), (189285.61650584632, 8257858.764298311), (168102.82913381397, 8237873.828990697), (189406.00966588032, 8257490.907248838), (168326.03651908552, 8238108.326540475), (189510.99294595528, 8257168.520470135), (189629.4939881902, 8256805.2914250465), (189734.96094241293, 8256481.893770757), (189851.29972286883, 8256124.173616398), (189957.58434905877, 8255797.271529938), (169748.09233691776, 8238834.210817581), (190076.22523004655, 8255434.331641055), (170336.234822719, 8239059.387953835), (190179.6754340932, 8255115.173147885), (170682.05268206936, 8239176.864141415), (190297.81348333115, 8254751.666301979), (171095.97632132575, 8239278.696634096), (171438.76776323857, 8239224.915738591), (190506.04257028562, 8253843.892649552), (171740.31441613473, 8239243.238634301), (172100.79070723336, 8239364.083978523), (190575.77520444727, 8253170.847098725), (172477.4864965647, 8239488.681066937), (190570.83115485572, 8252698.3407064015), (190209.03241758925, 8251451.811272773), (172706.77308561164, 8240335.718228771), (189644.98434749688, 8250625.3057868285), (172437.5819072334, 8241164.540970024), (189212.53851062065, 8250159.52345088), (188725.73440261654, 8249740.437633227), (173118.21479147358, 8242060.077449282), (188409.70275934873, 8249496.473861199), (173559.25563206954, 8242374.589146979), (188157.94256196212, 8249303.370406082), (187931.8346133458, 8249129.994791511), (174019.84049153645, 8242607.803835192), (187620.26233633162, 8248890.693980674), (187341.49559256263, 8248677.156034567), (187057.0262696956, 8248458.447896175), (175084.4121152423, 8242484.726354061), (186766.06940547808, 8248234.977890616), (175561.18243442386, 8242422.269423284), (186495.95887555182, 8248027.685981722), (185937.61484129043, 8247997.215183667), (175535.72802559257, 8242853.865558609), (175272.86894943612, 8243348.21109428), (185440.1407478593, 8248742.323268768), (185354.74787101735, 8249133.96126139), (185093.26761472694, 8249991.944447902), (174492.16396236274, 8244792.828088546), (184684.62226624598, 8249806.364295826), (174339.895595817, 8245081.648217827), (173865.10483866397, 8245983.241128114), (183520.49170357655, 8249970.940593015), (183130.29750840963, 8250027.892468717), (182721.437610183, 8250083.629464138), (182269.10892409456, 8250146.093032495), (181057.04614727656, 8249710.39866939), (173579.12738966587, 8247346.082000319), (173983.41072341066, 8247405.613250382), (180294.78156316743, 8249574.799710918), (179777.91802097476, 8249640.416377651), (174786.0242658942, 8247531.290333842), (179232.21489541937, 8249699.418461042), (175430.15239154975, 8247894.2986675445), (178819.2003116657, 8249569.508044245), (175838.2721836318, 8248154.648667809), (176290.57739242545, 8248444.1028347695), (177954.27739411872, 8249226.343460563), (177643.1273938021, 8249102.518460437), (189461.27315216162, 8250355.265685835), (167902.42618261563, 8238072.453612367)]"
3202.0,"[(172594.43818510673, 8224755.152716823), (172807.09354526154, 8225109.098022313), (172969.24397223553, 8225367.418047224), (173151.7932143389, 8225903.08908323), (173519.79656467942, 8226445.627819342), (173690.24859444838, 8226721.283151091), (173881.42224293383, 8226992.164287251), (173899.0884931743, 8227745.89792623), (173714.49959161849, 8228160.322447249), (173404.4008456822, 8228353.208858042), (173230.5993216993, 8228841.591782459), (173625.63498917315, 8229592.424658247), (173099.9461490888, 8229192.051424582)]"
0.906,"[(191063.07055245704, 8251755.471603927), (161849.06869743133, 8249591.030158647), (190700.7218567105, 8252055.426684973), (190287.4995396006, 8252206.009815295), (161502.12269079004, 8250867.543039295), (189228.44890859054, 8252576.6587803885), (161336.6938858167, 8251228.706017818), (188515.5462853107, 8252693.161140456), (161590.38948492223, 8250422.947753993), (187938.27119072253, 8252868.25705171), (187139.12071727338, 8253114.615342094), (186564.7573150767, 8253289.253496982), (185787.69799460453, 8253532.250322023), (185028.21262690763, 8253458.930986668), (162795.90454049886, 8249697.511922682), (163291.9235235469, 8249858.877814775), (184401.16145164508, 8252438.147564219), (163736.63891222677, 8250321.167454917), (164248.41622186414, 8252014.863650273), (181054.48059236823, 8251816.819175951), (180636.072843433, 8252024.162803016), (180112.55651407572, 8252219.382236174), (179807.7095601163, 8252306.502248311), (165553.98217409663, 8252324.715803238), (179288.92068118422, 8252403.345006275), (178494.02430907782, 8252447.663643823), (166762.23553399686, 8251872.158149277), (177807.08457882417, 8252380.107877391), (167342.78866783294, 8251649.324882938), (177265.72311782182, 8252257.49772662), (176743.2071414781, 8252120.162194166), (168461.42160949053, 8251223.603316501), (176113.4145236464, 8251975.322776907), (169200.18801811882, 8250767.076433801), (175497.2067198491, 8251892.81487989), (174915.12775891897, 8251865.887330868), (170511.06519052936, 8250840.97542822), (173761.1034321709, 8251836.075229597), (172044.2686119149, 8251422.741146374), (174414.0634367633, 8251827.859611496), (187613.35182840418, 8252721.201085612), (188689.3180491896, 8252323.820497675), (189255.98550432175, 8252104.276985513), (189528.02265808644, 8252024.23772208), (189924.4800281293, 8251922.456679089), (190614.56612201524, 8251752.935679532)]"
0.312,"[(191063.07055245704, 8251755.471603927), (164248.41622186414, 8252014.863650273), (190700.7218567105, 8252055.426684973), (190287.4995396006, 8252206.009815295), (164781.81125946424, 8252124.397128671), (165282.86387089372, 8251933.352646167), (189228.44890859054, 8252576.6587803885), (165606.83098800643, 8251092.825081741), (188515.5462853107, 8252693.161140456), (165839.21651930694, 8250852.741194831), (187938.27119072253, 8252868.25705171), (166320.5512731669, 8250697.253544065), (187139.12071727338, 8253114.615342094), (166721.22385345376, 8250256.575698698), (186564.7573150767, 8253289.253496982), (166947.03093152703, 8249956.260350267), (167329.99702268402, 8249457.8380680485), (185787.69799460453, 8253532.250322023), (167719.85095387785, 8248870.374536079), (185028.21262690763, 8253458.930986668), (167973.38038960562, 8249102.723645786), (168402.7399665194, 8249341.570707957), (184401.16145164508, 8252438.147564219), (169217.31393931631, 8249699.324035059), (169907.8670455879, 8249939.712230459), (170825.54281607995, 8250260.188197313), (171181.21195811767, 8250383.860882785), (171567.04638908323, 8250513.174571648), (172286.8178115528, 8250765.3682929315), (181054.48059236823, 8251816.819175951), (180636.072843433, 8252024.162803016), (172694.38853213168, 8251256.026620022), (180112.55651407572, 8252219.382236174), (179807.7095601163, 8252306.502248311), (173744.0848740699, 8251798.681022194), (179288.92068118422, 8252403.345006275), (174414.0634367633, 8251827.859611496), (178494.02430907782, 8252447.663643823), (174918.51139909774, 8251829.5248830775), (177807.08457882417, 8252380.107877391), (175498.22797617505, 8251858.074694258), (177265.72311782182, 8252257.49772662), (176097.2897934406, 8251935.901340252), (176743.2071414781, 8252120.162194166), (187613.35182840418, 8252721.201085612), (188689.3180491896, 8252323.820497675), (189255.98550432175, 8252104.276985513), (189528.02265808644, 8252024.23772208), (189924.4800281293, 8251922.456679089), (190614.56612201524, 8251752.935679532)]"
322.2,"[(166726.2327209184, 8251286.343741453), (167150.30685306215, 8251032.697018248), (190855.94944832928, 8251214.404782307), (167432.88698211408, 8250839.433421526), (190694.49736879935, 8250869.6775279315), (167696.1026876054, 8250662.89146385), (190419.48399788595, 8250477.586715073), (167985.8772829891, 8250467.449028386), (189949.4160248197, 8249929.2512346925), (168806.80988978804, 8249846.982909839), (189437.91596351782, 8249430.103429334), (169217.31393931631, 8249699.324035059), (188890.1566318338, 8248994.599498896), (188300.68073391475, 8248542.477459565), (169808.03421086312, 8248656.318000108), (187743.9766628799, 8248115.130409425), (170077.5453149645, 8247897.26046716), (187152.30493992753, 8247664.966504606), (185937.61484129043, 8247997.215183667), (171404.94572179046, 8246742.039669225), (185440.1407478593, 8248742.323268768), (185354.74787101735, 8249133.96126139), (172273.02282735214, 8247272.85391079), (185093.26761472694, 8249991.944447902), (184684.62226624598, 8249806.364295826), (173579.12738966587, 8247346.082000319), (173983.41072341066, 8247405.613250382), (183186.14823277682, 8249985.697628003), (174768.16489087604, 8247534.200750512), (182296.48677353805, 8250112.565336465), (175410.17634986274, 8247889.271584206), (175817.502391944, 8248148.2986678025), (181073.71489729354, 8249718.336169398), (176272.7180174073, 8248440.134084766), (180294.78156316743, 8249574.799710918), (179791.94093765572, 8249632.214294309), (177643.1273938021, 8249102.518460437), (179249.94197877074, 8249694.259086038), (177954.27739411872, 8249226.343460563), (178838.9117700191, 8249570.169502579), (170574.9849738335, 8246972.987474028), (186258.52351777864, 8247469.846344761)]"
0.31,"[(164248.41622186414, 8252014.863650273), (190855.94944832928, 8251214.404782307), (190694.49736879935, 8250869.6775279315), (164781.81125946424, 8252124.397128671), (190419.48399788595, 8250477.586715073), (165282.86387089372, 8251933.352646167), (189949.4160248197, 8249929.2512346925), (165606.83098800643, 8251092.825081741), (189437.91596351782, 8249430.103429334), (165839.21651930694, 8250852.741194831), (188890.1566318338, 8248994.599498896), (166320.5512731669, 8250697.253544065), (188300.68073391475, 8248542.477459565), (166721.22385345376, 8250256.575698698), (166947.03093152703, 8249956.260350267), (187743.9766628799, 8248115.130409425), (167329.99702268402, 8249457.8380680485), (187152.30493992753, 8247664.966504606), (167719.85095387785, 8248870.374536079), (168028.07268703796, 8248120.323157168), (185937.61484129043, 8247997.215183667), (168264.5660850986, 8247508.715410269), (168406.63845269673, 8247143.857244533), (185440.1407478593, 8248742.323268768), (185354.74787101735, 8249133.96126139), (168409.66984644512, 8246493.728238771), (168773.60369073047, 8246586.27681718), (185093.26761472694, 8249991.944447902), (169342.85099354776, 8246772.358375959), (184684.62226624598, 8249806.364295826), (169939.195217536, 8246900.011591148), (183186.14823277682, 8249985.697628003), (171404.94572179046, 8246742.039669225), (182296.48677353805, 8250112.565336465), (172273.02282735214, 8247272.85391079), (181073.71489729354, 8249718.336169398), (180294.78156316743, 8249574.799710918), (179791.94093765572, 8249632.214294309), (173579.12738966587, 8247346.082000319), (179249.94197877074, 8249694.259086038), (173983.41072341066, 8247405.613250382), (178838.9117700191, 8249570.169502579), (174768.16489087604, 8247534.200750512), (177972.9305191377, 8249227.137210564), (175410.17634986274, 8247889.271584206), (177684.1378105105, 8249112.70491878), (175817.502391944, 8248148.2986678025), (176272.7180174073, 8248440.134084766), (170769.124456879, 8246922.282605333), (186258.52351777864, 8247469.846344761)]"
374.1,"[(164248.41622186414, 8252014.863650273), (188739.5290032365, 8258122.98075948), (189285.61650584632, 8257858.764298311), (163651.719414937, 8252274.035977907), (189406.00966588032, 8257490.907248838), (189510.99294595528, 8257168.520470135), (189629.4939881902, 8256805.2914250465), (189734.96094241293, 8256481.893770757), (189851.29972286883, 8256124.173616398), (189957.58434905877, 8255797.271529938), (190076.22523004655, 8255434.331641055), (190179.6754340932, 8255115.173147885), (163183.08795098582, 8252019.015380655), (190297.81348333115, 8254751.666301979), (190506.04257028562, 8253843.892649552), (190575.77520444727, 8253170.847098725), (190570.83115485572, 8252698.3407064015), (190287.4995396006, 8252206.009815295), (164781.81125946424, 8252124.397128671), (165282.86387089372, 8251933.352646167), (189228.44890859054, 8252576.6587803885), (165606.83098800643, 8251092.825081741), (188515.5462853107, 8252693.161140456), (165781.8377691375, 8250692.559247903), (188011.30312208168, 8252597.810401991), (166067.89811544525, 8250182.418999689), (166209.02682929096, 8249926.600899771), (166369.68742669676, 8249643.803962323), (187925.63164508637, 8251595.639597445), (166685.1631971538, 8249082.537351052), (187503.79011095333, 8251002.994676043), (167139.0074335813, 8248267.152310461), (167310.37492055408, 8247968.232953119), (167742.11672835928, 8247191.701847178), (186007.1579323302, 8250193.077461584), (168043.39120311238, 8246655.220946046), (167980.54766440898, 8246255.994440573), (184684.62226624598, 8249806.364295826), (168273.9982810286, 8246375.425678404), (168773.60369073047, 8246586.27681718), (183520.49170357655, 8249970.940593015), (183130.29750840963, 8250027.892468717), (169342.85099354776, 8246772.358375959), (182721.437610183, 8250083.629464138), (169939.195217536, 8246900.011591148), (182269.10892409456, 8250146.093032495), (181057.04614727656, 8249710.39866939), (171404.94572179046, 8246742.039669225), (180294.78156316743, 8249574.799710918), (179885.86448762275, 8249697.878108957), (172273.02282735214, 8247272.85391079), (179264.86140553042, 8249748.616435824), (178812.6367347729, 8249621.09954864), (173579.12738966587, 8247346.082000319), (177845.01067116205, 8249236.274307378), (173983.41072341066, 8247405.613250382), (177206.40437845653, 8248998.697885699), (174768.16489087604, 8247534.200750512), (175410.17634986274, 8247889.271584206), (176144.20218865515, 8248410.138149054), (175817.502391944, 8248148.2986678025), (170769.124456879, 8246922.282605333), (185661.6861806999, 8249988.6232047705), (186271.81214024406, 8250210.702254756), (188689.3180491896, 8252323.820497675), (189255.98550432175, 8252104.276985513), (189528.02265808644, 8252024.23772208)]"
0.504,"[(215707.0098695791, 8271538.605651972), (201636.17255382153, 8267933.893746404), (215874.87484164553, 8271891.9433328435), (202043.00401414995, 8268139.627598412), (216070.2675327342, 8272216.75176727), (202530.5605795905, 8268385.272495924), (202842.4939896562, 8268292.876252663), (216193.38287537312, 8270835.674515276), (203347.91158095165, 8268169.228364787), (203992.19539162744, 8268484.040558174), (204308.25209006912, 8268640.751800753), (214965.13183665572, 8270762.368132783), (205385.53860733693, 8269168.512952781), (214521.68856852356, 8271210.228937586), (213901.5787903528, 8271222.999190341), (206705.70998570812, 8269906.051943583), (213454.1353905435, 8271507.161393443), (213451.06166909527, 8272075.015387684), (207987.56035228432, 8270668.619872486), (213403.37561881886, 8273169.764289363), (208892.61102127266, 8271204.005238713), (213244.08633859223, 8273484.033026344), (212553.6889812834, 8273429.1136558205), (210103.8987948603, 8271923.0467600655), (210841.57839658717, 8272360.754038684), (211163.8340239823, 8272550.543617135), (201229.53331217403, 8268292.703902614), (200830.40535502008, 8268324.5249680225), (200219.9973629405, 8268437.572939186), (199866.3500796497, 8268503.22052278), (199474.46091659568, 8268258.190953269), (199423.97835823317, 8267866.610156266), (199951.03345219413, 8267470.656094828), (200359.69977192613, 8267452.922651301), (200982.6240520842, 8267763.248034056)]"
368.1,"[(166726.2327209184, 8251286.343741453), (167150.30685306215, 8251032.697018248), (167432.88698211408, 8250839.433421526), (167696.1026876054, 8250662.89146385), (167985.8772829891, 8250467.449028386), (168806.80988978804, 8249846.982909839), (169217.31393931631, 8249699.324035059), (169808.03421086312, 8248656.318000108), (170077.5453149645, 8247897.26046716), (171404.94572179046, 8246742.039669225), (172273.02282735214, 8247272.85391079), (172631.2698524732, 8246791.297296703), (172990.2873433683, 8246494.516128021), (173447.58660683376, 8246207.469302026), (173827.9658178325, 8245926.166789547), (174062.632856961, 8245494.36206128), (174500.56658003043, 8244673.688267736), (174760.19930944435, 8244190.668442562), (175494.64679084666, 8242815.6957156835), (176280.65846376735, 8242328.2288937755), (176744.40339368308, 8241826.0884037325), (176352.84929390135, 8241443.19880595), (177352.19192874618, 8241750.822781773), (176656.3083149862, 8242277.711048648), (177154.01529387478, 8242208.170267646), (173218.83150204303, 8245983.246493003), (172773.43654455084, 8246222.497612739), (172511.09602615345, 8246406.161246395), (172318.3335164128, 8246641.17131905), (170574.9849738335, 8246972.987474028)]"
251.8,"[(180339.172496023, 8228490.964240456), (179757.90965976252, 8228274.763344167), (179417.07057680778, 8228204.623617143), (179068.45493785624, 8228122.198534473), (178782.84433980758, 8228023.049438803), (178470.41190135042, 8227865.930673392), (177987.93411655317, 8227609.644041066), (177682.34652425803, 8227395.453459278), (177343.76706250705, 8227161.085185335), (176383.23546254303, 8226407.941008021), (176120.98815185548, 8226230.687494107), (175550.89203686465, 8225699.991200426), (175381.89049017255, 8225370.083240268), (175283.44605579483, 8224564.116236494), (175292.19347276085, 8223842.985290451), (175543.9130507164, 8223444.988675208), (175069.97615201434, 8223320.216566842), (174741.9276606202, 8223490.638129388), (174512.03664678696, 8223769.598189325), (173990.5466986529, 8224468.45318796), (172983.45771110523, 8224942.259659281), (172969.24397223553, 8225367.418047224), (173151.7932143389, 8225903.08908323), (173519.79656467942, 8226445.627819342), (173227.13234620093, 8226826.347208066), (173215.30273232178, 8228276.539857989), (172246.38636091654, 8227555.00236356), (172246.06080928212, 8226698.4111449495), (171994.07378518046, 8226788.080687275), (171389.15159863414, 8226060.704977027), (172603.50173939933, 8224814.710690895)]"
271.3,"[(180339.172496023, 8228490.964240456), (180314.8205116081, 8228130.207997009), (179228.67192170775, 8227392.261868987), (178669.74513755686, 8227104.986853968), (178283.5836166066, 8227158.292082185), (177850.74400100502, 8227298.150655537), (177548.723171742, 8226840.545666576), (177444.71382370038, 8226244.8677289905), (177098.79127873364, 8226010.184653285), (176817.234829214, 8225811.147570842), (176501.00949536724, 8225588.700104602), (176232.57116638368, 8225368.193765099), (176050.3340688747, 8225010.704886139), (176474.77619917935, 8224459.919180881), (175940.84620193118, 8223939.277407359), (175379.1395375186, 8223751.225899595), (175069.97615201434, 8223320.216566842), (174741.9276606202, 8223490.638129388), (174512.03664678696, 8223769.598189325), (173990.5466986529, 8224468.45318796), (172983.45771110523, 8224942.259659281), (172330.96876773768, 8225345.192908718), (171575.47471639095, 8225817.790264235), (172548.94956243422, 8225165.025501143)]"
640.1,"[(210841.57839658717, 8272360.754038684), (211163.8340239823, 8272550.543617135), (212101.2258586426, 8273106.6856008535), (209956.86702172284, 8271891.864520598), (208851.5487068019, 8271236.697223076), (208047.76351736736, 8270767.421922927), (206682.90592115722, 8269957.447243901), (205512.53869643068, 8269283.559263669), (204272.20831486466, 8268671.095054243), (203914.935522242, 8268494.535402765), (203464.96611402812, 8268273.886657878), (202893.6756388966, 8267990.993814243), (202487.76742592346, 8267793.400664886), (201595.09438313768, 8267407.761071854), (201229.69991175478, 8267205.520825903), (200461.04360293993, 8266794.840964316), (199963.9185797574, 8266549.114931036), (199608.64018424822, 8266383.159752676), (198154.6733928781, 8265608.274555073), (197341.20149803208, 8264988.305476395), (195610.47242729441, 8264215.703181763), (195354.0435751725, 8264097.391246586), (194756.92016968242, 8263892.090505521), (194227.91580158583, 8263736.007498219), (193555.59697432176, 8263611.590045236), (189095.56619191405, 8260728.656689658), (189353.06836045306, 8260093.525008486), (189994.3074499948, 8257918.399212594), (190095.61755751708, 8257604.519035723), (190317.96380669097, 8256920.718193088), (190543.73389733428, 8256226.53369567), (190764.8297351453, 8255549.139404631), (190986.1603798347, 8254862.241900344), (191154.22959420964, 8254168.343725176), (191246.79893305336, 8253468.299022499), (191279.42207474765, 8253033.223491227), (191212.36807055128, 8252359.890890917), (190855.94944832928, 8251214.404782307), (190694.49736879935, 8250869.6775279315), (190419.48399788595, 8250477.586715073), (189949.4160248197, 8249929.2512346925), (189437.91596351782, 8249430.103429334), (188890.1566318338, 8248994.599498896), (188300.68073391475, 8248542.477459565), (187743.9766628799, 8248115.130409425), (187152.30493992753, 8247664.966504606), (186047.2431512495, 8247539.260541688)]"
