Linha,Sentido,Paradas
366.3,CIRCULAR,"[[(162532.11422302714, 8241107.6575780185), 7631], [(163384.63657956343, 8240720.960818381), 4215], [(163666.26802272594, 8240654.486875939), 4225], [(164257.93388010806, 8240312.301142921), 4167], [(164644.0874541013, 8240505.7144842595), 4032], [(165135.5589403892, 8240748.036297864), 4168], [(165451.35770020954, 8240904.925010424), 4169], [(165688.26835793757, 8241021.928543488), 4170], [(165963.88684582664, 8241156.405424839), 4171], [(166417.15063436236, 8240707.244528197), 7634], [(166785.07718075236, 8240705.967169108), 4075], [(167394.41227937845, 8241078.037071037), 4077], [(167969.01554105157, 8241361.37820304), 4079], [(168737.0888006378, 8241884.1189426035), 7967], [(169046.70152385905, 8242062.295537735), 6858]]"
384.1,IDA,"[[(161849.06869743133, 8249591.030158647), 1237], [(161502.12269079004, 8250867.543039295), 6996], [(161336.6938858167, 8251228.706017818), 1241], [(161590.38948492223, 8250422.947753993), 1239], [(162795.90454049886, 8249697.511922682), 1354], [(163315.50497529242, 8249841.006348928), 1373], [(163586.3965701007, 8249925.474610588), 1374], [(164021.57244963292, 8250051.9918182315), 1379], [(164339.17993487563, 8249781.854817546), 1572], [(164455.68081232143, 8249491.528932614), 1573], [(164561.10855749168, 8249207.322636974), 1574], [(164678.7329761097, 8248917.7620095555), 1575], [(164783.38212148083, 8248633.059718314), 1576], [(164999.79046589692, 8248077.79390103), 1578], [(165386.78405433882, 8248163.018525976), 1579], [(165797.88769172475, 8248057.083330935), 1545], [(166434.68146012077, 8248243.55145258), 1598], [(166787.63357594036, 8248438.830602573), 1599], [(167121.25278159403, 8248628.567359627), 1600], [(167570.70406640423, 8248875.5959754605), 1601], [(167973.38038960562, 8249102.723645786), 1602], [(168402.7399665194, 8249341.570707957), 5086], [(168744.61632730888, 8249510.619342901), 5087], [(169217.31393931631, 8249699.324035059), 5088], [(169528.45800022825, 8249494.9285858795), 5144], [(169808.03421086312, 8248656.318000108), 5147], [(169945.55833850717, 8248260.841588326), 5148], [(170077.5453149645, 8247897.26046716), 5149], [(170318.69543604716, 8247186.410083009), 5151], [(170808.69274071086, 8245124.807323001), 4042], [(171097.5632261819, 8244533.460076932), 4043], [(171401.34637852147, 8244209.506431403), 4044], [(171869.14308379608, 8244157.322884554), 4045], [(172657.00284659216, 8243502.098986583), 4046], [(172619.6091084564, 8243146.513895463), 4047], [(172334.82525494252, 8242574.909746706), 4048], [(176656.3083149862, 8242277.711048648), 4024], [(178942.04751602706, 8242345.131451423), 6051], [(182433.86741592022, 8243577.473177643), 6058], [(182855.29332448347, 8243812.159147771), 6059], [(183172.86539817153, 8243212.34018304), 2623], [(184014.10780849168, 8243095.064673046), 2616], [(184304.22432069117, 8243292.285263066), 2617], [(184885.14169729425, 8243696.924966235), 2618], [(185482.7072158614, 8243335.96123053), 2485], [(186095.73993701203, 8243152.267226573), 2486], [(186411.3657160156, 8243177.017434995), 2487], [(186935.58229464298, 8243033.522822017), 2488], [(187056.97076755547, 8243358.398470282), 2496], [(186422.9421998161, 8244498.278010131), 2502], [(187365.4406942288, 8244720.661613353), 2504], [(187756.5823354766, 8244853.014924359), 2505], [(188043.31921351183, 8245159.637775489), 2506], [(188530.22152525134, 8245511.668496006), 2507], [(189016.59568418315, 8245690.692736225), 2508], [(189854.57852823386, 8245995.9444713965), 2510], [(190541.3861035587, 8246251.598969247), 2511], [(190979.50995387702, 8246562.72124143), 2512], [(191320.7038870096, 8247090.1232275665), 2513], [(191578.24810560947, 8247541.464653081), 2514], [(192844.66778834985, 8247348.6301630335), 2516], [(192871.2964761299, 8246838.537659674), 2517], [(192656.99633982743, 8246531.382991016), 2518], [(192408.03913801166, 8246216.526308103), 2519], [(192133.31165662888, 8245868.892665126), 2520], [(191883.20149597494, 8245015.202831273), 2522], [(192644.25301618635, 8244492.48479544), 2523], [(193230.4458725321, 8244676.844695656), 2524], [(193640.2202703925, 8244847.443582286), 2525], [(194085.6418330237, 8245423.17616414), 2526], [(194233.41932644852, 8246007.83906283), 2528], [(194554.11831187282, 8246260.806710428), 2529], [(195076.7174166577, 8246376.524936898), 2530], [(195460.20772342815, 8246460.08967344), 2531], [(196180.25227082026, 8246987.659851399), 2532], [(196408.65766616026, 8247240.414471188), 2533]]"
136.3,VOLTA,"[[(191256.79794562783, 8251833.370585918), 3369], [(191445.6404575478, 8252759.306318941), 3464], [(191415.14943195877, 8253485.861917296), 3465], [(191318.86587358304, 8254210.279842323), 3466], [(191150.98508697763, 8254915.668352024), 2856], [(190928.4330635143, 8255602.827927026), 2899], [(190704.75703903034, 8256288.320898135), 3196], [(190481.93401815728, 8256971.822078447), 3285], [(190320.08429733466, 8257469.515508374), 3467], [(190158.113002, 8257954.6569), 6961], [(189975.83727939124, 8259536.1152246585), 2289], [(190386.0885230773, 8259625.9113715), 2290], [(191601.95464653883, 8259415.605931112), 2291], [(191879.08089119673, 8259250.6154518435), 2292], [(192519.51771500768, 8258843.176598825), 2293], [(192813.85173082075, 8258569.276585347), 2294], [(193216.494240303, 8258190.096032502), 2295], [(193941.2590533052, 8257600.708900492), 2297], [(194390.58002775055, 8257347.106334337), 2298], [(194759.3694014431, 8257037.233858563), 2299], [(195087.9203119582, 8256758.804834384), 2300], [(195563.78151579655, 8256334.908405403), 2301], [(196030.7997861096, 8255938.922320454), 2302], [(196392.12227651026, 8255499.091992738), 2303], [(196462.53222637618, 8255093.543131448), 2304]]"
0.323,CIRCULAR,"[[(166726.2327209184, 8251286.343741453), 5084], [(167150.30685306215, 8251032.697018248), 5066], [(167432.88698211408, 8250839.433421526), 5067], [(167696.1026876054, 8250662.89146385), 5068], [(167985.8772829891, 8250467.449028386), 5069], [(168806.80988978804, 8249846.982909839), 5072], [(168960.23464639828, 8249483.683713985), 5128], [(169254.2841282334, 8248635.306611467), 5129], [(169545.10213788325, 8247803.887315804), 5132], [(169772.97185993195, 8247155.318107819), 5134], [(171404.94572179046, 8246742.039669225), 5211], [(172310.74669121916, 8247263.91736058), 5183], [(173706.65655646232, 8247362.750750337), 7038], [(174786.0242658942, 8247531.290333842), 7041], [(175430.15239154975, 8247894.2986675445), 7043], [(175838.2721836318, 8248154.648667809), 7045], [(176290.57739242545, 8248444.1028347695), 7047], [(177684.1378105105, 8249112.70491878), 7049], [(177972.9305191377, 8249227.137210564), 7051], [(178838.9117700191, 8249570.169502579), 7053], [(179249.94197877074, 8249694.259086038), 7055], [(179791.94093765572, 8249632.214294309), 7057], [(180176.38052138028, 8249583.134085926), 7059], [(181073.71489729354, 8249718.336169398), 7061], [(182296.48677353805, 8250112.565336465), 7064], [(183073.0388576617, 8250002.234086352), 7065], [(185661.6861806999, 8249988.6232047705), 3713], [(186271.81214024406, 8250210.702254756), 3714], [(186608.81198457707, 8250407.756892949), 3715], [(187258.2873948814, 8250804.915682307), 3717], [(187581.76651813288, 8251008.617888079), 3718], [(187952.71876656773, 8251525.887085494), 3719], [(188103.16034872946, 8252030.295186966), 3720], [(188198.7949011252, 8252338.239557435), 3721], [(188447.8285650903, 8252466.319771483), 3262], [(190209.03241758925, 8251451.811272773), 3542], [(189644.98434749688, 8250625.3057868285), 3549], [(189212.53851062065, 8250159.52345088), 3550], [(188725.73440261654, 8249740.437633227), 3551], [(188409.70275934873, 8249496.473861199), 3552], [(188157.94256196212, 8249303.370406082), 3553], [(187931.8346133458, 8249129.994791511), 3554], [(187620.26233633162, 8248890.693980674), 3555], [(187341.49559256263, 8248677.156034567), 3556], [(187057.0262696956, 8248458.447896175), 3557], [(186766.06940547808, 8248234.977890616), 3558], [(186495.95887555182, 8248027.685981722), 3559], [(185440.1407478593, 8248742.323268768), 3676], [(185354.74787101735, 8249133.96126139), 3677], [(174100.62114019663, 8247422.5465837335), 7040], [(170769.124456879, 8246922.282605333), 5210]]"
0.391,IDA,"[[(162532.11422302714, 8241107.6575780185), 7631], [(163384.63657956343, 8240720.960818381), 4215], [(162943.46488045936, 8239948.18227561), 4219], [(163666.26802272594, 8240654.486875939), 4225], [(164257.93388010806, 8240312.301142921), 4167], [(164644.0874541013, 8240505.7144842595), 4032], [(164967.40311243595, 8240892.88802404), 4210], [(165173.97843858652, 8241553.090934635), 4229], [(165545.7672779808, 8241735.657710896), 4230], [(165982.83519079065, 8241951.741703777), 6861], [(166469.02115703252, 8242189.397905233), 4232], [(166844.5927689012, 8242277.446266762), 4233], [(167302.02795797779, 8242436.736181511), 4234], [(167543.700588078, 8242571.531388712), 4235], [(167974.3661591155, 8243128.910832122), 4237], [(168532.68410328473, 8243455.0375761865), 4239], [(168983.51849012845, 8243676.26267), 4244], [(169246.7405181541, 8243811.34379576), 4245], [(169663.22382979718, 8244142.166819119), 4247], [(170012.55895493884, 8244388.042891935), 4248], [(170292.98552428017, 8244524.848016619), 4249], [(170563.86834073224, 8244659.556241067), 4250], [(170834.33169382997, 8244794.725627945), 4251], [(171097.5632261819, 8244533.460076932), 4043], [(171401.34637852147, 8244209.506431403), 4044], [(171869.14308379608, 8244157.322884554), 4045], [(172657.00284659216, 8243502.098986583), 4046], [(172619.6091084564, 8243146.513895463), 4047], [(172334.82525494252, 8242574.909746706), 4048], [(174471.30215857035, 8242566.020413943), 5391], [(178942.04751602706, 8242345.131451423), 6051], [(182433.86741592022, 8243577.473177643), 6058], [(182855.29332448347, 8243812.159147771), 6059], [(183426.52730303697, 8244549.065167186), 1233], [(183496.51589736817, 8245069.230620267), 1235], [(183925.38865388226, 8248133.209397481), 3652], [(184012.9711692611, 8248658.751524101), 3654], [(184094.86546488263, 8249225.540500749), 3653], [(186478.213095499, 8247963.161215253), 3565], [(186762.4411187402, 8248181.764508706), 3566], [(187048.12091666256, 8248401.114006185), 3567], [(187334.40064350402, 8248620.817511386), 3568], [(187619.6170199612, 8248839.826929897), 3569], [(187904.54815834181, 8249058.772262901), 3570], [(188192.48126662755, 8249279.0024988605), 3571], [(188477.3206616452, 8249498.020824533), 3572], [(188758.03647202376, 8249715.9946557), 3573], [(189247.77280362791, 8250136.059374602), 3574], [(189461.27315216162, 8250355.265685835), 3575], [(189678.27090739994, 8250601.4844608875), 3576], [(189902.2817381414, 8250871.52039122), 3577], [(190138.1618421196, 8251215.21962072), 3578], [(190625.27193503163, 8252846.5954464935), 3505], [(190619.17208496187, 8253196.441279561), 3506], [(190585.00952220432, 8253553.594632948), 3507], [(190473.57809777986, 8254256.165194158), 3509], [(190322.66280183918, 8254809.044596968), 3511], [(190217.61899194724, 8255131.630785237), 3512], [(190103.35572551686, 8255484.904683626), 3513], [(189995.57942850498, 8255813.307955481), 3514], [(189876.18568335177, 8256181.438554192), 3515], [(189772.80780796942, 8256499.775844228), 3516], [(189651.87968091277, 8256865.893322604), 3517], [(189549.2737386107, 8257181.852199043), 3518], [(189423.7273241693, 8257570.028224368), 3519], [(189381.9833703522, 8258021.2960928595), 3520], [(188527.5841133911, 8258097.535925634), 6289]]"
0.616,IDA,"[[(215818.70613777597, 8268602.899242995), 2739], [(215323.20759340317, 8268229.051429463), 7784], [(214844.8247757742, 8268208.714604497), 3007], [(214137.2412394819, 8268172.671897909), 3008], [(213642.4418159289, 8268019.753541809), 3009], [(212950.48349938798, 8268334.581910815), 3010], [(212405.82327665068, 8268666.417769807), 3011], [(211833.1312969922, 8269012.132613971), 3012], [(211425.57696438138, 8269258.223157908), 3013], [(211127.20206596912, 8269560.262101889), 3014], [(210861.91495343932, 8270005.901942747), 3015], [(210103.8987948603, 8271923.0467600655), 3016], [(208851.5487068019, 8271236.697223076), 3018], [(205512.53869643068, 8269283.559263669), 3020], [(204272.20831486466, 8268671.095054243), 6164], [(203914.935522242, 8268494.535402765), 4790], [(203464.96611402812, 8268273.886657878), 4791], [(202893.6756388966, 8267990.993814243), 4792], [(202487.76742592346, 8267793.400664886), 4793], [(201595.09438313768, 8267407.761071854), 4794], [(201229.69991175478, 8267205.520825903), 4795], [(200461.04360293993, 8266794.840964316), 4796], [(199963.9185797574, 8266549.114931036), 4797], [(199608.64018424822, 8266383.159752676), 4798], [(198154.6733928781, 8265608.274555073), 4799], [(194227.91580158583, 8263736.007498219), 6208], [(193555.59697432176, 8263611.590045236), 4589], [(192374.46986306232, 8262923.356036427), 4720], [(189095.56619191405, 8260728.656689658), 4721], [(189353.06836045306, 8260093.525008486), 4722], [(189607.8357205068, 8259315.595417249), 4723], [(189994.3074499948, 8257918.399212594), 3471], [(190095.61755751708, 8257604.519035723), 3472], [(190317.96380669097, 8256920.718193088), 3473], [(190543.73389733428, 8256226.53369567), 3474], [(190764.8297351453, 8255549.139404631), 3475], [(190986.1603798347, 8254862.241900344), 3476], [(191154.22959420964, 8254168.343725176), 3477], [(191246.79893305336, 8253468.299022499), 3478], [(191279.42207474765, 8253033.223491227), 3479], [(191168.24305061912, 8252102.717244934), 3482], [(190694.49736879935, 8250869.6775279315), 3372], [(190419.48399788595, 8250477.586715073), 3375], [(189782.14187931633, 8249747.838765319), 3381], [(189437.91596351782, 8249430.103429334), 3383], [(188890.1566318338, 8248994.599498896), 3387], [(188300.68073391475, 8248542.477459565), 3391], [(187743.9766628799, 8248115.130409425), 3394], [(186971.82094157045, 8247521.665857802), 3399], [(186047.2431512495, 8247539.260541688), 3682]]"
73.1,CIRCULAR,"[[(185092.4899532849, 8247004.779541624), 6282], [(184554.89146454123, 8247377.674857639), 6659], [(183833.0758140156, 8248147.478349342), 3670], [(183415.45866036508, 8245055.583311323), 2083], [(183545.60191755072, 8244597.032017885), 1215], [(184224.71963642543, 8245058.2177680135), 1218], [(184220.66188073097, 8245658.851906408), 1226], [(183881.04444447876, 8245247.594078489), 1230], [(183172.86539817153, 8243212.34018304), 2623], [(184014.10780849168, 8243095.064673046), 2616], [(183123.44723746812, 8242398.573448606), 2647], [(184304.22432069117, 8243292.285263066), 2617], [(184885.14169729425, 8243696.924966235), 2618], [(185482.7072158614, 8243335.96123053), 2485], [(186095.73993701203, 8243152.267226573), 2486], [(186411.3657160156, 8243177.017434995), 2487], [(186935.58229464298, 8243033.522822017), 2488], [(187056.97076755547, 8243358.398470282), 2496], [(186422.9421998161, 8244498.278010131), 2502], [(187365.4406942288, 8244720.661613353), 2504], [(187756.5823354766, 8244853.014924359), 2505], [(188043.31921351183, 8245159.637775489), 2506], [(188530.22152525134, 8245511.668496006), 2507], [(189016.59568418315, 8245690.692736225), 2508], [(189854.57852823386, 8245995.9444713965), 2510], [(190541.3861035587, 8246251.598969247), 2511], [(190979.50995387702, 8246562.72124143), 2512], [(191320.7038870096, 8247090.1232275665), 2513], [(191578.24810560947, 8247541.464653081), 2514], [(192844.66778834985, 8247348.6301630335), 2516], [(192408.03913801166, 8246216.526308103), 2519], [(192133.31165662888, 8245868.892665126), 2520], [(191944.84681304562, 8245293.087638284), 2459], [(192100.52284789563, 8247750.8028002875), 2469], [(189467.20269366656, 8245909.712186527), 2475], [(186978.05746308484, 8244683.3444944685), 2482]]"
616.3,VOLTA,"[[(186053.45980903215, 8247516.6907029245), 3683], [(187072.22658845445, 8247383.004141379), 3340], [(187645.89030506217, 8247822.551024338), 3342], [(188216.26218335005, 8248260.679853225), 3346], [(188789.02779485492, 8248700.512352758), 3350], [(189360.7360385759, 8249141.672259031), 3354], [(189901.5445094383, 8249626.448272564), 3358], [(190401.226520792, 8250185.335211844), 3362], [(190845.54068315975, 8250787.819562267), 3366], [(191225.63215564645, 8251734.843398984), 3368], [(191445.6404575478, 8252759.306318941), 3464], [(191415.14943195877, 8253485.861917296), 3465], [(191318.86587358304, 8254210.279842323), 3466], [(191150.98508697763, 8254915.668352024), 2856], [(190928.4330635143, 8255602.827927026), 2899], [(190704.75703903034, 8256288.320898135), 3196], [(190481.93401815728, 8256971.822078447), 3285], [(190320.08429733466, 8257469.515508374), 3467], [(190158.113002, 8257954.6569), 6961], [(189641.2509800076, 8259333.669484495), 4583], [(189392.45437412002, 8260098.612968974), 4584], [(189663.21501402854, 8261033.821125584), 6100], [(193004.38704442861, 8263189.776081482), 4588], [(193584.09410389673, 8263419.413753274), 4587], [(196082.19555351083, 8264286.51081983), 4747], [(198246.33273415203, 8265557.205401793), 4750], [(201063.2705515445, 8267042.039497555), 4754], [(201678.56003747272, 8267315.171059044), 4755], [(202542.9011582734, 8267766.601804849), 4756], [(203347.91158095165, 8268169.228364787), 8020], [(203992.19539162744, 8268484.040558174), 4759], [(204308.25209006912, 8268640.751800753), 6166], [(207987.56035228432, 8270668.619872486), 2988], [(208892.61102127266, 8271204.005238713), 2989], [(210103.8987948603, 8271923.0467600655), 3016], [(210799.3344383926, 8272214.467032455), 3097], [(211185.31065978715, 8271925.474462617), 3098], [(211750.2297456175, 8271559.336160156), 7773], [(212585.77100286202, 8271439.225956646), 3101], [(213060.39869067312, 8271411.45957121), 3103], [(213901.5787903528, 8271222.999190341), 3157], [(214447.62999287748, 8271197.057750379), 3160], [(214879.10718246276, 8270445.540685847), 3147], [(215746.12427024357, 8269526.318404318), 2742]]"
624.1,VOLTA,"[[(192248.2845967843, 8251280.160657467), 3269], [(192968.6177473792, 8251056.569322089), 3272], [(193331.159927079, 8250944.680728183), 3273], [(191481.1210994869, 8251780.882194247), 3250], [(189641.2509800076, 8259333.669484495), 4583], [(189392.45437412002, 8260098.612968974), 4584], [(189663.21501402854, 8261033.821125584), 6100], [(193004.38704442861, 8263189.776081482), 4588], [(193584.09410389673, 8263419.413753274), 4587], [(196082.19555351083, 8264286.51081983), 4747], [(198246.33273415203, 8265557.205401793), 4750], [(201063.2705515445, 8267042.039497555), 4754], [(201678.56003747272, 8267315.171059044), 4755], [(202542.9011582734, 8267766.601804849), 4756], [(203347.91158095165, 8268169.228364787), 8020], [(203992.19539162744, 8268484.040558174), 4759], [(204308.25209006912, 8268640.751800753), 6166], [(207987.56035228432, 8270668.619872486), 2988], [(208892.61102127266, 8271204.005238713), 2989], [(210103.8987948603, 8271923.0467600655), 3016], [(210841.57839658717, 8272360.754038684), 3021], [(211247.84657611995, 8272601.911557232), 3044], [(212101.2258586426, 8273106.6856008535), 3023], [(212984.8827715295, 8273613.644604738), 3026], [(215354.97661169403, 8273400.878224503), 7775], [(215631.18580809422, 8273110.454729337), 3180], [(216609.79208607663, 8272397.116499577), 3193], [(216931.89229377202, 8271998.379425687), 3188], [(217209.87588553748, 8271894.123349103), 3203], [(217864.53119031165, 8272555.813798505), 3200], [(216649.18046262336, 8271276.684478076), 6314], [(215315.42020969075, 8271512.731610089), 3128]]"
844.1,VOLTA,"[[(185693.6376154609, 8254806.65475498), 3761], [(184283.13512499369, 8251431.675605116), 2197], [(183925.69384795544, 8251073.044709658), 2199], [(183847.93429665928, 8250725.923241409), 6891], [(183209.18060432386, 8250501.612653415), 2218], [(182565.64974978525, 8250591.728903388), 2219], [(182150.41906600277, 8250650.535612281), 2220], [(181749.6715966999, 8250708.591251727), 2221], [(177265.72311782182, 8252257.49772662), 2267], [(176743.2071414781, 8252120.162194166), 2268], [(175497.2067198491, 8251892.81487989), 2270], [(174915.12775891897, 8251865.887330868), 2271], [(172572.67125308537, 8251071.489834009), 7832], [(171999.7139568383, 8250695.6725635845), 5100], [(171469.93278190808, 8250509.0515749585), 5102], [(171124.0097011887, 8250419.084584851), 5103], [(170819.81977358088, 8250307.475829275), 5104], [(170513.50725335395, 8250200.410502344), 5105], [(170080.87232598063, 8250054.699381557), 5107], [(169741.4361865971, 8249931.398418554), 5108], [(169528.45800022825, 8249494.9285858795), 5144], [(169808.03421086312, 8248656.318000108), 5147], [(169945.55833850717, 8248260.841588326), 5148], [(170077.5453149645, 8247897.26046716), 5149], [(170318.69543604716, 8247186.410083009), 5151], [(170808.69274071086, 8245124.807323001), 4042], [(170761.17490220547, 8244820.726874033), 4189], [(170234.29615032894, 8244559.049758098), 4191], [(169991.5133395876, 8244439.80311564), 4192], [(169624.58003423677, 8244188.0491557), 4193], [(169399.18897912838, 8243999.750755688), 4194], [(168965.4582267427, 8243732.333917211), 4196], [(168449.09821976058, 8243475.416834757), 4197], [(168172.8163467123, 8243338.821976798), 4198], [(167941.00677602738, 8243174.805942909), 4199], [(167685.16099715274, 8242835.653160916), 4200], [(167271.71127949713, 8242481.9177337205), 4202], [(166851.04636665992, 8242329.851837391), 4203], [(166413.60510098696, 8242224.610608061), 4204], [(166126.729305248, 8242082.318727522), 4205], [(165534.16734558257, 8241786.954546585), 4206], [(165152.1667603042, 8241601.445811621), 4207], [(164814.55769479653, 8241435.01347444), 4208], [(164737.4043676908, 8241079.140682923), 4209], [(164229.21982525563, 8240364.1965218475), 4162], [(163888.91883822094, 8240315.489549448), 4212], [(163384.63657956343, 8240720.960818381), 4215], [(163146.07051328826, 8240606.189003485), 4216], [(162931.576392429, 8240012.39598071), 7991], [(162532.11422302714, 8241107.6575780185), 7631]]"
3310.0,VOLTA,"[[(176309.76773717435, 8224095.957357467), 7586], [(176258.0789572632, 8225341.95928466), 4325], [(176554.16878677445, 8225580.205859799), 4326], [(176841.49156994844, 8225782.927807249), 4327], [(177133.10355573235, 8225987.015038127), 4328], [(177499.38628719922, 8226246.340554165), 4329], [(177865.7396029855, 8227265.601261997), 4331], [(178230.87066494377, 8227157.350191443), 4332], [(178711.72446528095, 8227089.803402104), 4333], [(179219.49262490473, 8227352.520941082), 4335], [(179558.92981691734, 8227435.027888409), 4336], [(180321.63475354476, 8227598.727175492), 4338], [(180264.1005623851, 8228494.214247683), 4579], [(177548.723171742, 8226840.545666576), 4307], [(175320.64008383133, 8224284.14446912), 4280], [(175317.12806718238, 8224601.527086873), 4281], [(175328.97121391428, 8225022.5447817845), 4282], [(175409.77286559925, 8225343.36651596), 4283], [(175590.2509846544, 8225695.691340546), 4284]]"
616.2,IDA,"[[(215818.70613777597, 8268602.899242995), 2739], [(215323.20759340317, 8268229.051429463), 7784], [(214844.8247757742, 8268208.714604497), 3007], [(214137.2412394819, 8268172.671897909), 3008], [(213642.4418159289, 8268019.753541809), 3009], [(212950.48349938798, 8268334.581910815), 3010], [(212405.82327665068, 8268666.417769807), 3011], [(212237.60425109207, 8268945.356016022), 3086], [(213016.54348668328, 8269433.4997397205), 3087], [(213345.88602554332, 8269836.942224795), 3088], [(213390.51237366116, 8270179.772957965), 3089], [(213436.99486117985, 8271170.456820954), 3090], [(213111.53173693793, 8271431.105267651), 3104], [(212788.70365405874, 8271435.90690332), 3105], [(212464.78982903884, 8271469.10476002), 3106], [(211921.62957945582, 8271488.631584399), 3107], [(211476.26619366673, 8271728.726198793), 7772], [(211193.09802302613, 8271943.217281619), 3109], [(210829.52612973424, 8272212.5155803), 3110], [(209956.86702172284, 8271891.864520598), 3017], [(208851.5487068019, 8271236.697223076), 3018], [(205512.53869643068, 8269283.559263669), 3020], [(204272.20831486466, 8268671.095054243), 6164], [(203914.935522242, 8268494.535402765), 4790], [(203464.96611402812, 8268273.886657878), 4791], [(202893.6756388966, 8267990.993814243), 4792], [(202487.76742592346, 8267793.400664886), 4793], [(201595.09438313768, 8267407.761071854), 4794], [(201229.69991175478, 8267205.520825903), 4795], [(200461.04360293993, 8266794.840964316), 4796], [(199963.9185797574, 8266549.114931036), 4797], [(199608.64018424822, 8266383.159752676), 4798], [(198154.6733928781, 8265608.274555073), 4799], [(194227.91580158583, 8263736.007498219), 6208], [(193555.59697432176, 8263611.590045236), 4589], [(192374.46986306232, 8262923.356036427), 4720], [(189095.56619191405, 8260728.656689658), 4721], [(189353.06836045306, 8260093.525008486), 4722], [(189607.8357205068, 8259315.595417249), 4723], [(189994.3074499948, 8257918.399212594), 3471], [(190095.61755751708, 8257604.519035723), 3472], [(190317.96380669097, 8256920.718193088), 3473], [(190543.73389733428, 8256226.53369567), 3474], [(190764.8297351453, 8255549.139404631), 3475], [(190986.1603798347, 8254862.241900344), 3476], [(191154.22959420964, 8254168.343725176), 3477], [(191246.79893305336, 8253468.299022499), 3478], [(191279.42207474765, 8253033.223491227), 3479], [(191168.24305061912, 8252102.717244934), 3482], [(190694.49736879935, 8250869.6775279315), 3372], [(190419.48399788595, 8250477.586715073), 3375], [(189782.14187931633, 8249747.838765319), 3381], [(189437.91596351782, 8249430.103429334), 3383], [(188890.1566318338, 8248994.599498896), 3387], [(188300.68073391475, 8248542.477459565), 3391], [(187743.9766628799, 8248115.130409425), 3394], [(186971.82094157045, 8247521.665857802), 3399], [(186047.2431512495, 8247539.260541688), 3682]]"
0.616,VOLTA,"[[(186053.45980903215, 8247516.6907029245), 3683], [(187072.22658845445, 8247383.004141379), 3340], [(187645.89030506217, 8247822.551024338), 3342], [(188216.26218335005, 8248260.679853225), 3346], [(188789.02779485492, 8248700.512352758), 3350], [(189360.7360385759, 8249141.672259031), 3354], [(189901.5445094383, 8249626.448272564), 3358], [(190401.226520792, 8250185.335211844), 3362], [(190845.54068315975, 8250787.819562267), 3366], [(191225.63215564645, 8251734.843398984), 3368], [(191445.6404575478, 8252759.306318941), 3464], [(191415.14943195877, 8253485.861917296), 3465], [(191318.86587358304, 8254210.279842323), 3466], [(191150.98508697763, 8254915.668352024), 2856], [(190928.4330635143, 8255602.827927026), 2899], [(190704.75703903034, 8256288.320898135), 3196], [(190481.93401815728, 8256971.822078447), 3285], [(190320.08429733466, 8257469.515508374), 3467], [(190158.113002, 8257954.6569), 6961], [(189641.2509800076, 8259333.669484495), 4583], [(189392.45437412002, 8260098.612968974), 4584], [(189663.21501402854, 8261033.821125584), 6100], [(193004.38704442861, 8263189.776081482), 4588], [(193584.09410389673, 8263419.413753274), 4587], [(196082.19555351083, 8264286.51081983), 4747], [(198246.33273415203, 8265557.205401793), 4750], [(201063.2705515445, 8267042.039497555), 4754], [(201678.56003747272, 8267315.171059044), 4755], [(202542.9011582734, 8267766.601804849), 4756], [(203347.91158095165, 8268169.228364787), 8020], [(203992.19539162744, 8268484.040558174), 4759], [(204308.25209006912, 8268640.751800753), 6166], [(207987.56035228432, 8270668.619872486), 2988], [(208892.61102127266, 8271204.005238713), 2989], [(210856.72436182346, 8269976.442876078), 2990], [(211127.20206596912, 8269560.262101889), 3014], [(211442.94794664177, 8269226.40760782), 2992], [(211889.4273801804, 8268955.554282251), 2993], [(212380.90699445596, 8268660.122879656), 7821], [(212930.1856432234, 8268330.986892039), 2995], [(213616.5696357122, 8268001.012888017), 7786], [(214137.2412394819, 8268172.671897909), 3008], [(214944.50852514582, 8268193.5946428), 2998], [(215337.67887758894, 8268212.955079929), 7785], [(215742.85857533972, 8268232.076304578), 2999], [(215746.12427024357, 8269526.318404318), 2742]]"
306.2,IDA,"[[(174811.02453361338, 8243731.301808456), 5175], [(174816.28729673364, 8244189.565843885), 7836], [(174826.47083297872, 8244722.991807027), 5328], [(175298.3487871613, 8244882.660072423), 5330], [(175422.0333336598, 8244584.367039096), 7691], [(175893.45439146133, 8243965.493125517), 5334], [(176069.03474422288, 8243701.8234513635), 5335], [(177714.0898651914, 8243532.722744621), 5372], [(179389.4199635873, 8244951.095198026), 2158], [(178670.06538728697, 8245809.7808404025), 2159], [(178547.2315598221, 8246084.270496227), 2160], [(178312.58636089638, 8246599.052173247), 2161], [(178035.64740383497, 8247212.843549269), 2162], [(177704.4439611913, 8247951.466066493), 2164], [(177691.56824776824, 8249067.441492001), 4995], [(179337.55889603397, 8249647.600470212), 2249], [(179905.5561135404, 8249571.627654727), 2254], [(180261.219828193, 8249528.746669898), 2257], [(182193.92558476617, 8250083.212783394), 2256], [(183088.63560562345, 8249954.496132862), 2258], [(186258.52351777864, 8247469.846344761), 3681], [(187072.22658845445, 8247383.004141379), 3340], [(187645.89030506217, 8247822.551024338), 3342], [(188216.26218335005, 8248260.679853225), 3346], [(188789.02779485492, 8248700.512352758), 3350], [(189360.7360385759, 8249141.672259031), 3354], [(189901.5445094383, 8249626.448272564), 3358], [(190401.226520792, 8250185.335211844), 3362], [(190845.54068315975, 8250787.819562267), 3366]]"
